datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-15 14:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,6.145848202390361e-05,0.0005279404920073263,6.123792172904164e-05,0.00020579006869011232,15m,911057612.3757086,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 14:45:00
2024-11-15 15:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,6.754493165198703e-05,9.658722933178361e-05,3.29566464370394e-05,6.145848202390361e-05,15m,742468054.6437038,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 15:00:00
2024-11-15 15:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00019567479409831332,0.00019577803053323807,5.683473955013462e-05,6.754493165198703e-05,15m,837607279.8080791,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 15:15:00
2024-11-15 15:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00030061753878059673,0.0003775244094855448,0.0001222513406961983,0.00019567479409831332,15m,782218892.7727112,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 15:30:00
2024-11-15 15:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00023189498605327144,0.0004673912844812523,0.0001787262032442817,0.00030061753878059673,15m,580755346.9654366,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 15:45:00
2024-11-15 16:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00016375579655757282,0.0002442209798758456,0.00012685924151641364,0.00023189498605327144,15m,437295968.77512676,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 16:00:00
2024-11-15 16:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00015082815421601494,0.0002653733935304736,0.00015082815421601494,0.00016375579655757282,15m,142942788.886049,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 16:15:00
2024-11-15 16:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00010792225431808204,0.00015083743462102783,0.00010666116867123632,0.00015082815421601494,15m,190545085.84792298,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 16:30:00
2024-11-15 16:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00026835499759753333,0.00026835499759753333,9.648017370738292e-05,0.00010792225431808204,15m,234860378.84212413,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 16:45:00
2024-11-15 17:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00033117524548423506,0.0005675404840680119,0.00026835499759753333,0.00026835499759753333,15m,254602734.23263198,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 17:00:00
2024-11-15 17:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00028902342832590856,0.0003904794695415736,0.0002760229659185579,0.00033117524548423506,15m,96078346.34950203,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 17:15:00
2024-11-15 17:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0003220871203355123,0.0003477280322198979,0.00020810582505378719,0.00028902342832590856,15m,90592061.19890001,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 17:30:00
2024-11-15 17:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0004972115183990049,0.0005714733751776842,0.0003192233851772526,0.0003220871203355123,15m,167251672.19986284,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 17:45:00
2024-11-15 18:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0006158876169888426,0.0007529503585071759,0.0004921053606473384,0.0004972115183990049,15m,158085803.23039892,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 18:00:00
2024-11-15 18:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0007379934919640745,0.0012572426720981343,0.0005125464247225858,0.0006158876169888426,15m,181845972.05954587,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 18:15:00
2024-11-15 18:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0006448310418897899,0.0009775734763337357,0.0005108078714571376,0.0007379934919640745,15m,137748321.40507805,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 18:30:00
2024-11-15 18:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0006612970358158302,0.0008530743614467705,0.0005479750000799039,0.0006448310418897899,15m,73062869.157414,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 18:45:00
2024-11-15 19:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0009920719569952415,0.0011265131062252643,0.0006206666933166942,0.0006612970358158302,15m,102186163.62598804,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 19:00:00
2024-11-15 19:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0011562559887522928,0.001274532300558422,0.0006103288499068367,0.0009920719569952415,15m,171473193.60255396,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 19:15:00
2024-11-15 19:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0006097022990881622,0.0011636341559551776,0.0006061695053605087,0.0011562559887522928,15m,101944914.26962294,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 19:30:00
2024-11-15 19:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0007494822425124016,0.0008348411630782191,0.0006097022990881622,0.0006097022990881622,15m,83376202.73064296,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 19:45:00
2024-11-15 20:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0009651844788468382,0.001227616929082684,0.0007353261528358119,0.0007494822425124016,15m,64182836.65517998,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 20:00:00
2024-11-15 20:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0008677202441405567,0.0011141999693215143,0.0008276525996694126,0.0009651844788468382,15m,51170451.31074002,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 20:15:00
2024-11-15 20:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0010850940150153644,0.0011161756816351204,0.0008213547567073912,0.0008677202441405567,15m,39468240.88247601,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 20:30:00
2024-11-15 20:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0009337911555907971,0.0011177217620588606,0.0009283636584658187,0.0010850940150153644,15m,36643194.817588,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 20:45:00
2024-11-15 21:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0007335653175547473,0.0010828500981240633,0.0007168492456244327,0.0009337911555907971,15m,59781786.130724974,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 21:00:00
2024-11-15 21:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0004933153751000419,0.000786577839489721,0.000479053792865592,0.0007335653175547473,15m,311466438.9993095,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 21:15:00
2024-11-15 21:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0003617389692627267,0.0005199926879517583,0.0003081877776587803,0.0004933153751000419,15m,232604594.73559302,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 21:30:00
2024-11-15 21:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.000443645619563056,0.0006623531467997507,0.0003617389692627267,0.0003617389692627267,15m,183173493.0509691,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 21:45:00
2024-11-15 22:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0004040703579740184,0.00044945044927679475,0.0002958808856547274,0.000443645619563056,15m,178286726.89307404,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 22:00:00
2024-11-15 22:15:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00029000579187122525,0.00046329640684317425,0.0002691520412282318,0.0004040703579740184,15m,100051558.053381,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 22:15:00
2024-11-15 22:30:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00032136937415263873,0.00032188261668935844,0.00023845362201034177,0.00029000579187122525,15m,91120641.560406,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 22:30:00
2024-11-15 22:45:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.00025915190814314445,0.0003434793972420652,0.0002551359234065007,0.00032136937415263873,15m,43280273.830391005,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 22:45:00
2024-11-15 23:00:00,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,0.0002734248532228419,0.0003049394828977975,0.0002549368687289293,0.00025915190814314445,15m,44348957.003773995,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,2024-11-15 23:00:00
