Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Finance Wizard ,Wizard,501K,2.50Mil,1872.150392481317,150578.43324563437,AU1rxhY276GepM4bm7VaYrgVPJW7tg4z2MtR2jfPpump,6,Wizard,Finance Wizard ,0.0005207247959737,150620.67559702235,39,11.428571428571429,63,-10.0,127,-35.53299492385787,269,67.08074534161491,,,388,-39.75155279503105,,,1228,1605.5555555555557,515K,3993,1,finance-wizard,https://t.me/financewizardcto,https://twitter.com/financewizardio,https://financewizard.io/,https://discord.com/invite/titantrades
Solaria Utopia,SOLARIA,512K,1.93Mil,82.21493209622811,113363.04938148808,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0004989915483549,113363.04938148808,20,66.66666666666666,31,-20.51282051282051,67,8.064516129032258,114,-56.32183908045977,,,326,-5.780346820809249,,,980,-41.527446300716,495K,815,4,,,,,
Person Of The Year ⚡,TRUMP,517K,15.00Mil,,130295.50709734282,53y7vfLWuU4qyNCZJFUzh3JrSZAeKr8aPoUmLh7wXaX6,6,TRUMP,Person Of The Year ⚡,0.0017385403782842,26443.517837161096,259,-0.7662835249042145,270,-0.7352941176470588,292,,292,,,,292,,,,292,,1.74Mil,296,1,,,,,
Cove Quant,COVE,540K,12.99Mil,,109221.4898006991,DcU8uHn7abXgYL8AJUK3t8FckeAXrNcGYYBK7uBFpump,6,COVE,Cove Quant,0.0005978595156722,106068.63925293578,60,-47.368421052631575,158,26.4,258,-0.3861003861003861,466,-42.11180124223603,,,1116,-78.91554883808804,,,5779,,598K,1570,3,,,,,
REGENT of the North Winds,REGENT,545K,2.89Mil,-59.017394754702266,107974.05538917756,6HgJHzGpq3fSLmkepsaC8F3VtpUWfXcG4hmUaf4Vpump,6,REGENT,REGENT of the North Winds,0.0007003470147051,107974.0554778248,39,-48.68421052631579,98,196.96969696969697,125,50.60240963855421,180,62.16216216216216,,,244,-37.43589743589744,,,947,-46.9170403587444,686K,780,1,,,,,
DEGEN TAYLOR,DEGEN,546K,36.39Mil,,124647.82050247688,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005430499597885,125153.45033987355,113,-6.6115702479338845,229,3.153153153153153,443,-16.729323308270676,953,-56.36446886446886,,,3066,-43.948811700182816,,,8382,,543K,11079,2,,,,,
Omega,OMEGA,558K,4.04Mil,-37.43156962393318,123589.57876983631,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0006610894586055,123589.57876983631,61,7.017543859649122,95,39.70588235294117,146,32.72727272727273,227,-5.02092050209205,,,413,-52.03252032520326,,,2327,-10.39661147477859,661K,2343,4,,,,,
Goatse Forest Rave,GFR,574K,6.84Mil,,111901.70963813605,FN9tn6JQzegrUuHx7CyXyNsiSBZkRyoaHZuKF1Smpump,6,GFR,Goatse Forest Rave,0.0005152661829787,96337.2683200158,259,89.05109489051095,341,-31.8,679,-13.503184713375797,1135,151.6629711751663,,,1366,-23.942093541202677,,,3339,,515K,1205,5,,,,,
Shadow AI,SHADOAI,583K,1.40Mil,186.6017420863249,117089.17051391736,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.000547392701174,117089.1698819506,15,0.0,28,47.368421052631575,45,-10.0,82,-24.770642201834864,,,170,-54.907161803713535,,,803,-43.60955056179776,547K,1245,4,,,,,
Solod The Buddy,BUDDY,610K,1.04Mil,-49.04790105294685,128483.88523796968,6AH9xWmRkjsKL3wnMTixhWrht6ZgCsngfUCwt8pDpump,6,BUDDY,Solod The Buddy,0.0005607513381701,128519.45721429057,26,23.809523809523807,42,23.52941176470588,67,67.5,100,-21.25984251968504,,,200,3.6269430051813463,,,599,41.27358490566038,561K,2847,5,solod-the-buddy,https://t.me/solod_portal,https://twitter.com/solod_diary,https://www.soloddiary.com/,
Ruby AI Agent,ruby,624K,2.88Mil,2271.857282932578,121691.6598720972,ABHQGzXNoRbJ1sjUsCJ2TmTAo1uMx4EUpV1qYiSVpump,6,ruby,Ruby AI Agent,0.0006571671815506,121693.24451523136,37,-77.30061349693251,180,215.7894736842105,213,317.6470588235294,247,53.41614906832298,,,363,14.873417721518988,,,941,3144.8275862068963,657K,659,3,,,,,
EcoFartCoin ,EFC,639K,4.70Mil,,114669.796627979,5hLKEtMBXibf3xjirR3UamVn3754fZcKS27joz9Npump,6,EFC,EcoFartCoin ,0.0004920820465247,91531.2038476729,1153,57.945205479452056,1546,294.3877551020408,1742,0.2301495972382048,2896,185.32019704433495,,,3377,,,,3377,,492K,1385,4,,,,,
The Honest Dev,DEV,662K,3.11Mil,836.4758117964067,132803.1497948719,FJsU8cSyKUgHwJgoB2LpuB9G3m7V47wfNwESndyWpump,6,DEV,The Honest Dev,0.0006906928005627,132644.0794102554,201,3.608247422680412,344,8.176100628930817,562,29.493087557603687,872,-7.135250266240682,,,1570,-13.35540838852097,,,3496,910.4046242774568,681K,2330,4,,,,,
memOS AI,memOS,669K,21.22Mil,,131558.44751411647,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0006724895994255,128400.04363632576,216,-4.424778761061947,379,-9.330143540669855,667,0.907715582450832,1102,-1.519213583556747,,,1884,-61.12257531985142,,,8215,,672K,2179,6,,,,,
Right Click Save As Guy ,RCSAG ,670K,3.21Mil,-86.20481085438004,160991.2817364141,9XWUzTYsRdyWdcQsJ7qibwgaJSNAm8aMKLLe2zbapump,6,RCSAG ,Right Click Save As Guy ,0.0007282135525939,161875.25303611718,20,66.66666666666666,29,-9.375,54,-28.000000000000004,115,-27.21518987341772,,,236,252.2388059701493,,,323,62.311557788944725,641K,1937,2,,,,,
SEAL,SEAL,681K,1.08Mil,,105289.74734581728,Ho6wN4ff7RdTdXE1UsCZjrjuFVMHyRFTv1oBdbSECnJS,6,SEAL,SEAL,0.0006125899800231,100374.22972480912,31,-26.190476190476197,70,-53.333333333333336,193,98.96907216494846,256,271.0144927536232,,,292,256.0975609756098,,,911,,613K,386,5,,,,,
Lemonade Stand Duck,DUCK,682K,28.97Mil,,153811.42899659343,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.0008351273527522,161503.26146647392,1061,21.257142857142856,1747,-10.639386189258312,3296,-1.3173652694610778,5734,7.984934086629002,,,9381,-70.61274356243344,,,38470,,835K,7234,4,,,,,
Goatse Glebe,GLEBE,691K,5.39Mil,,114538.84479146736,5oDWr3xbRxJZ74VhDF5H4UnnSEstPJT7tJm4c5EFpump,6,GLEBE,Goatse Glebe,0.000478167309223,96383.87561980516,243,35.0,362,1.11731843575419,628,131.73431734317342,782,7.862068965517241,,,1284,-16.02354480052322,,,3064,,478K,1087,2,,,,,
Voice Artificial,VAR,699K,2.46Mil,-52.38262506140232,116987.4568885721,8c8gJSmaU4yiDsZFWTiCtsMoVBuqp5WGyzSv4VVpump,6,VAR,Voice Artificial,0.0006903339564191,116987.4568885721,5,25.0,10,0.0,17,30.76923076923077,26,-60.0,,,95,30.136986301369863,,,192,18.51851851851852,690K,473,2,,,,,
Sigma Sigma Boy,SIGMABOY,709K,7.40Mil,243.54765811747848,139914.7310419358,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0006385402423036,139914.7310419358,135,21.62162162162162,207,-2.8169014084507045,354,7.598784194528875,581,-42.3038728897716,,,1358,-40.82788671023965,,,3343,971.4743589743588,638K,3356,1,,,,,
HYVEMYND,HYVE,709K,25.75Mil,,137666.59798026615,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0005871523779058,124925.9018590074,86,-15.68627450980392,167,-17.326732673267326,322,-35.08064516129033,700,-37.55575379125781,,,1523,-36.935817805383024,,,8085,,587K,1903,4,,,,,
gemxbt,GEMXBT,711K,1.86Mil,-43.758484099690826,116579.61343370586,68YY6KjfnmPuQubYkFTsmXGaF2FuwcxumWLFxb6cpump,6,GEMXBT,gemxbt,0.0006531402829481,116579.61343370586,38,-17.391304347826086,72,-6.493506493506493,119,67.6056338028169,169,0.0,,,295,-7.523510971786834,,,888,-32.676269901440484,653K,870,3,,,,,
imago,imago,718K,20.30Mil,,134342.41753990264,75duWfJdJkaycBpDi3oho9vy8zFwEXBvWHmy5qehpump,6,imago,imago,0.0007320312572113,123918.47190395225,483,25.78125,688,189.07563025210084,839,-3.3410138248847927,1565,54.64426877470356,,,2327,-17.860924814684083,,,10266,,732K,2701,4,,,,,
Shred,SHRED,722K,1.63Mil,-34.86605511115592,127303.84034994022,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006999664096805,127303.84034994022,21,-16.0,38,46.15384615384615,59,-23.37662337662337,118,-50.83333333333333,,,325,15.24822695035461,,,646,0.0,700K,1164,1,,,,,
LLM,LLM,779K,1.46Mil,-82.42634144834045,164118.05589289576,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0007438973839612,164118.05589289576,53,-3.636363636363636,77,57.14285714285714,108,11.34020618556701,173,21.83098591549296,,,250,-26.47058823529412,,,663,-20.50359712230216,743K,1848,5,,,,,
Straight Tuah Prison,TUAH,784K,16.99Mil,46.46667403819547,185870.3427756209,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0008315573250163,186001.7995104428,93,63.1578947368421,128,156.0,166,110.12658227848102,222,55.24475524475524,,,326,-0.3058103975535168,,,1043,-22.338049143708115,832K,16374,10,,,,,
ponzi dot market,ponzi,791K,2.45Mil,22.60940097234198,156056.74094918082,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0007771477638744,156060.2994438892,26,-33.33333333333333,52,8.333333333333332,87,-3.333333333333333,154,-22.22222222222222,,,297,-20.161290322580644,,,1970,865.6862745098039,777K,2595,4,,,,,
Pink Bunny,PBUNNY,792K,33.29Mil,,234882.89289492456,CKRGs5Hz3jW72LCS3ehUxUhGt98J9Fv62mGJDnV2pump,6,PBUNNY,Pink Bunny,0.0057303006481634,200982.40663766325,258,-0.3861003861003861,268,3.875968992248062,276,2.985074626865672,294,,,,294,,,,294,,573K,296,1,,,,,
Oraichain Token (Wormhole),ORAI,792K,3.45Mil,-29.503340926810417,644781.671147906,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),12.263844533581391,644781.8320700438,39,2.631578947368421,66,8.19672131147541,100,-2.912621359223301,158,-22.54901960784314,,,296,-7.210031347962382,,,613,60.47120418848168,788K,205,3,,,,,
Big Bull,BBULL,805K,15.66Mil,,140601.41375752733,DUo7dGKvw7Q2q3dZDWX8SmAisHtbbTzVrK5827VJpump,6,BBULL,Big Bull,0.0007926425816952,129519.0149959254,421,-4.100227790432802,766,-12.954545454545457,1446,-20.549450549450547,2879,1.053001053001053,,,4993,-41.31405735778092,,,11987,,793K,6651,3,,,,,
Man,MAN,810K,7.28Mil,,125108.88630054845,WhZEoFj5uejcq392GeYEC7Fmwr5q49wyq9jD5U3pump,6,MAN,Man,0.0005369721536203,115402.68270185924,639,-26.041666666666668,1299,-23.090586145648317,2516,42.549575070821525,3572,36.7011098354382,,,5249,182.96495956873315,,,6317,,537K,3119,2,,,,,
Tether USD (Wormhole),USDT,818K,2.06Mil,-60.24209984202869,823443.4036715768,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,USDT,Tether USD (Wormhole),1.0002452154608097,823447.0630601344,4,-42.85714285714285,7,-12.5,9,50.0,14,-6.666666666666667,,,25,-3.8461538461538463,,,78,-27.77777777777778,818K,2184,3,tether,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/en/,https://discord.com/invite/xsT8qrHAvV
infinite backrooms,IB,823K,2.43Mil,480.5039680978596,222643.66381586532,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0007956697315674,222772.7634458821,90,190.3225806451613,110,107.54716981132076,151,84.14634146341463,206,-18.57707509881423,,,402,-47.51958224543081,,,1023,630.7142857142857,795K,4010,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
glamorous,glam,827K,1.90Mil,-42.112923138945575,158001.44710773067,73rzMJ8uEqjAf5vE1YPGrXbg7Cb2Yv85EoxpJh2mpump,6,glam,glamorous,0.0008122121069261,169009.2188280566,29,-34.090909090909086,62,-33.33333333333333,120,-11.76470588235294,209,10.582010582010582,,,333,-4.034582132564841,,,877,-38.62841147655704,812K,2597,2,glamorous,https://t.me/glamcto,https://twitter.com/GlamCatSol,https://www.glamcat.lol/,
venti,venti,832K,5.68Mil,58.821091120558414,153215.9711713521,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0008098923505687,153215.97118285118,62,93.75,86,-21.100917431192663,175,-27.08333333333333,358,43.2,,,516,-37.073170731707314,,,2218,-66.09599510852951,810K,3953,9,,,,,
Solycat,SOLYCAT,870K,1.06Mil,-36.17384905484151,173671.27202182933,5v62ivFK6pAERaZC8ysBD66dCJS83MbqyVAmXYddbM78,5,SOLYCAT,Solycat,0.0008615408271514,173671.27202182933,184,-6.598984771573605,379,-2.570694087403599,763,0.2628120893561104,1505,2113.2352941176478,,,1557,1020.1438848920864,,,2005,-38.13637766121568,862K,1151,1,,,,,
