datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-18 16:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007180105362216574,0.0014855592374663027,4.113338970172333e-05,0.00011254465789858919,1H,9527536986.143276,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 16:00:00
2024-11-18 17:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007675846330597169,0.0013971269089753143,0.00027124389587977754,0.0007180105362216574,1H,3280274502.697944,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 17:00:00
2024-11-18 18:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00045727785543267746,0.0010160383198547804,0.0002557794875390594,0.0007675846330597169,1H,867573273.6375494,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 18:00:00
2024-11-18 19:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00039933281501571005,0.0006865104167168112,0.00028328101930006423,0.00045727785543267746,1H,454552457.7786812,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 19:00:00
2024-11-18 20:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00044158358613670477,0.0004709346034588776,0.00028799058595565077,0.00039933281501571005,1H,388614180.94111496,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 20:00:00
2024-11-18 21:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0004945771760333489,0.0006609780901350669,0.00038481426793698784,0.00044158358613670477,1H,179062355.0993259,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 21:00:00
2024-11-18 22:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007260448325489871,0.0010919189423383548,0.00025000808902092553,0.0004945771760333489,1H,787349529.9908589,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 22:00:00
2024-11-18 23:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0005686686637753077,0.0007886585421929811,0.0005050301292997384,0.0007260448325489871,1H,132272828.9330608,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 23:00:00
2024-11-19 00:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00036601689020017626,0.000598085501328917,0.00026343848557570346,0.0005686686637753077,1H,357546755.6824602,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-19 00:00:00
2024-11-19 01:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00042397936878378915,0.00048615770523083865,0.00033439900473518293,0.00036601689020017626,1H,73116654.07162006,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-19 01:00:00
