Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
JUSTICE FOR Honey,Honey,508K,3.41Mil,-10.256743890767952,122366.44231508816,Dz6Pw2zMjXH4pY1bCkUeHvcTfrKGH5fHXZTgTUJZpump,6,Honey,JUSTICE FOR Honey,0.0004592827759893,122374.52361714968,93,16.25,144,35.84905660377358,195,62.5,275,-23.3983286908078,,,550,-18.0327868852459,,,1544,-28.978840846366143,459K,9683,8,,,,,
Solaria Utopia,SOLARIA,515K,2.78Mil,247.38507528979812,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005151874561456,101711.37187462024,11,-45.0,30,-40.0,75,-57.14285714285714,217,-6.465517241379311,,,377,-10.66350710900474,,,1275,-10.337552742616031,511K,825,4,,,,,
Red Siberian Husky ,KOVU,529K,3.51Mil,-81.97552024939222,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0005222298320432,103718.67882892354,21,-60.37735849056604,67,-30.927835051546392,144,-24.210526315789476,282,-3.4246575342465757,,,507,-52.30479774223896,,,2394,-18.599115946956815,522K,1551,1,,,,,
popo,popo,553K,1.70Mil,612.7322297350246,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005449534998282,196018.38880314663,25,92.3076923076923,36,80.0,54,-12.903225806451612,106,-31.61290322580645,,,221,-45.024875621890544,,,916,1769.3877551020407,545K,2012,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Shadow AI,SHADOAI,587K,1.78Mil,229.32469308799327,107460.05445271487,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0005888702465804,107460.05102594662,17,0.0,27,42.10526315789473,41,-41.42857142857143,97,-31.690140845070424,,,207,-48.1203007518797,,,1065,-6.084656084656085,589K,1256,4,,,,,
queefcoin,queef,588K,6.69Mil,652.0149299824378,143154.96969639848,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0006069838277817,143155.4954617379,75,-2.5974025974025974,119,440.9090909090909,137,-0.7246376811594203,224,-40.74074074074074,,,501,-69.18819188191881,,,2090,1087.5,607K,1224,3,,,,,
Straight Tuah Prison,TUAH,616K,16.95Mil,47.85806369020399,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006113805668752,185943.18425725508,13,-27.77777777777778,30,-25.0,65,-25.287356321839084,141,2.9197080291970803,,,254,-36.02015113350126,,,1051,-23.950795947901597,611K,16394,10,,,,,
memOS AI,memOS,623K,20.57Mil,,128828.79204925188,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.000598727574262,114843.1284582414,278,8.171206225680933,446,21.525885558583106,691,-1.2857142857142856,1162,-22.944297082228115,,,2278,-67.00463499420626,,,7996,,599K,2279,6,,,,,
infinite backrooms,IB,643K,2.34Mil,449.1192534988318,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006442581133847,170334.90048856367,21,-41.66666666666667,49,-15.517241379310343,94,-26.5625,189,-76.69543773119607,,,878,712.9629629629629,,,952,575.177304964539,644K,3982,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
Omega,OMEGA,707K,5.22Mil,-26.223090953400305,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0007371378638215,134078.3586558308,33,-15.384615384615383,66,32.0,111,-2.631578947368421,201,-43.85474860335196,,,504,-61.67300380228136,,,2812,34.224343675417664,737K,2385,4,,,,,
