Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Chad Grammatical Model Launch,PEMDAS,524K,12.11Mil,,104222.81700041876,6f41LGHuU2HVV67ao9GwJ6kv2jNUz9HL6FJPVYcJpump,6,PEMDAS,Chad Grammatical Model Launch,0.0004274959920426,105926.67458493284,146,-11.515151515151516,266,-9.830508474576272,444,-26.12312811980033,865,-39.552760307477286,,,1912,-49.64445614959178,,,4895,,427K,1635,2,,,,,
Red Siberian Husky ,KOVU,532K,3.50Mil,-80.10534975203728,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0004985395276587,103718.67882892354,41,41.37931034482759,66,-10.81081081081081,115,-35.39325842696629,250,-14.965986394557824,,,476,-51.57680569684639,,,2396,-14.397999285459091,498K,1548,1,,,,,
popo,popo,539K,1.70Mil,619.3503321450431,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.000554999943983,196018.38880314663,10,66.66666666666666,19,-45.71428571428572,48,-14.285714285714285,97,-36.60130718954248,,,211,-40.73033707865169,,,920,1739.9999999999998,555K,2011,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Solaria Utopia,SOLARIA,559K,2.34Mil,166.32319659021888,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.000599507084121,101711.37187462024,25,8.695652173913043,41,51.85185185185185,67,-53.79310344827586,190,-28.57142857142857,,,372,1.639344262295082,,,1114,-28.54393842206543,594K,819,4,,,,,
DEGEN TAYLOR,DEGEN,570K,34.97Mil,,127171.84808108278,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005471605968768,126430.00656596127,136,-10.526315789473683,285,20.76271186440678,511,-51.19388729703916,1520,-30.751708428246012,,,3659,-18.79715934309809,,,8027,,547K,10760,2,,,,,
queefcoin,queef,586K,6.78Mil,651.7148010894249,143155.67229147814,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0005425748640146,143155.67229147814,45,-30.76923076923077,94,-18.26086956521739,167,103.65853658536584,215,-34.84848484848485,,,440,-68.11594202898551,,,2107,1090.3954802259886,542K,1207,3,,,,,
Shadow AI,SHADOAI,606K,1.76Mil,227.0894780597881,107460.05302691968,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0005812724156239,107460.05486809518,5,-70.58823529411765,21,-30.0,46,-8.0,84,-39.568345323741006,,,197,-49.22680412371135,,,1059,-6.200177147918512,581K,1253,4,,,,,
Straight Tuah Prison,TUAH,617K,16.95Mil,47.71908863788062,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006364912825832,185943.18425725508,43,86.95652173913044,61,110.34482758620688,86,28.35820895522388,140,-9.67741935483871,,,270,-25.82417582417583,,,1052,-23.26768781911014,636K,16369,10,,,,,
infinite backrooms,IB,635K,2.35Mil,451.23926118633824,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006216766701323,170334.90048856367,32,60.0,50,0.0,92,-22.689075630252105,172,-63.01075268817205,,,543,-8.585858585858585,,,962,582.2695035460993,621K,3966,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
memOS AI,memOS,645K,20.77Mil,,127970.91214489294,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0006264746632422,127417.44711488554,171,-19.33962264150944,327,-23.953488372093023,652,-5.916305916305916,1122,-22.88659793814433,,,2194,-68.98063056694473,,,8060,,626K,2264,6,,,,,
HYVEMYND,HYVE,648K,25.45Mil,,130375.342580489,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0006801314740696,125669.2671573481,126,-32.97872340425532,270,4.247104247104247,454,-30.474732006125578,913,-9.154228855721392,,,1553,-77.52857762986544,,,8022,,680K,1925,4,,,,,
venti,venti,667K,5.89Mil,51.76997775339179,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0007101779945221,191289.95705776263,77,1.3157894736842104,129,-7.194244604316546,231,34.30232558139535,336,41.17647058823529,,,519,-53.20108205590623,,,2343,-66.61442006269593,710K,3943,9,,,,,
Omega,OMEGA,681K,4.56Mil,-36.43570261254413,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0006377580599296,134078.3586558308,30,-11.76470588235294,57,-9.523809523809524,112,10.891089108910892,195,-43.31395348837209,,,480,-54.75966069745522,,,2587,6.285949055053409,637K,2367,4,,,,,
Shred,SHRED,686K,1.65Mil,-34.13377960020331,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006477936423489,124215.41684341818,23,-8.0,43,-12.244897959183673,75,25.0,120,-63.41463414634146,,,404,154.08805031446542,,,651,-4.824561403508771,648K,1170,1,,,,,
Finance Wizard ,Wizard,696K,2.43Mil,1798.8863664532578,119344.3533411579,AU1rxhY276GepM4bm7VaYrgVPJW7tg4z2MtR2jfPpump,6,Wizard,Finance Wizard ,0.0006932889593883,119386.59569254596,38,-41.53846153846154,94,-31.88405797101449,199,275.47169811320754,231,3.587443946188341,,,408,-54.105736782902135,,,1188,1550.0,686K,4008,1,finance-wizard,https://t.me/financewizardcto,https://twitter.com/financewizardio,https://financewizard.io/,https://discord.com/invite/titantrades
Lemonade Stand Duck,DUCK,735K,27.40Mil,,158444.535688593,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.00062551109721,152168.1977331644,1002,6.256627783669141,1742,-5.480195333695062,3225,-18.31306990881459,6198,23.367834394904456,,,9619,-68.37935568704799,,,37098,,625K,6800,4,,,,,
Pepe Grinch,PPGR,747K,2.13Mil,,161301.91987834848,BPBDDwjJ5MT98E6ndu4tc3hXNKdowjminvN7nxpTpump,6,PPGR,Pepe Grinch,9.554483968989844e-06,194134.04616856453,536,,536,,536,,536,,,,536,,,,536,,16.64768972043553,37,1,,,,,
