row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
0,Clowncat,FYJv5E3PQ1qgqJxefUU5yugvFUqdtHMoNkiuaEvRpump,215%,215%,215%,155,43.2K,22.2K,37.77,66,47s,27.99%,0%,-,https://t.me/ClownCatSol,2024-11-18 00:24:17,26.7K,+379.9%
1,KLIEN,8EyYABxYXLnQoqNYVQr8mB2Czm7yzuuu1vZvoxo6pump,222.1%,222.1%,222.1%,268,65.1K,21.9K,21.16,105,2min,32.16%,0%,-,,2024-11-18 00:24:17,14.6K,+214.1%
2,Meth,62XKhVcMWs6w5R5JBeTikU2rXezhWESS2hAVG4WWpump,801.4%,801.4%,801.4%,111,15.7K,63.4K,60.05,57,4min,45.65%,0%,-,https://t.me/yourmethsol,2024-11-18 00:24:17,55.8K,+793.4%
3,I AM ABOUT TO WALK INTO,2eZKhD3mewfLJ5hNFpmJRK49fsZit2FsfzQricd1pump,285%,421.3%,421.3%,106,31.3K,34.5K,34.71,43,7min,36.45%,0%,-,,2024-11-18 00:24:17,24.8K,+276.7%
4,OFFICIAL X MASCOT,D1Ypx2Jbve95PUPxhy1y1qQNG4GsW7rojnPFQYkpump,256.3%,256.3%,256.3%,102,25.2K,24.3K,30.32,48,3min,26.81%,3.13%,-,https://t.me/officialxmascot,2024-11-18 00:24:17,17.5K,+256%
5,DogeBanana,Cva5JuGyQUjAQaBuvX3Gr1zCD48sCPPaKVCKwDhwpump,551.2%,551.2%,551.2%,131,57.3K,45.2K,23.74,47,50s,39.74%,0%,-,,2024-11-18 00:24:17,16.2K,+233.5%
6,Neuralink Network Dog,AaX7Que729DHh1WVMzD1JK9qvQdtkqyCzteKgmR3pump,195.4%,195.4%,195.4%,384,86.1K,20.5K,26.85,43,3min,25.38%,0%,-,,2024-11-18 00:24:17,16.5K,+237%
7,BANANA,3jUncmogAEa9QcbcRRFCjhcvmYxG4X5Uacb65djgDGFq,533.7%,533.7%,533.7%,127,82.9K,47.6K,39.83,74,25s,32.53%,0%,-,,2024-11-18 00:24:17,51.9K,+692%
8,LazyCoin,7ZsQAH7cow3L9GG2jCArqVWef17qbmANJegCJkW5pump,507%,507%,507%,131,11K,41.5K,44.14,198,1min,44.64%,0%,-,https://t.me/LazyCoinLZY,2024-11-18 00:24:17,34.5K,+504.4%
9,DeSci Bot,nWE3upwnmNYR932b7gJdfGhh9cN11AnZSbTLG4upump,256.2%,1199.7%,1199.7%,124,36.1K,95K,85.01,74,19min,47.29%,9.75%,-,https://t.me/DeSciBotPortal,2024-11-18 00:24:17,68.3K,+256.2%
10,Jco,FA9dXMCkWDgQeTa3bi3LFxKA2AZwUKi3UPmGQwX5pump,362.4%,362.4%,362.4%,229,80K,33.6K,28.5,96,1min,35.19%,0%,-,,2024-11-18 00:24:17,67.3K,+926.6%
11,Power To The Players,7uZd2GL2Koexr7B9bJkWVJjpH5RdFQQfPk4hvbWEpump,771.3%,771.3%,771.3%,121,52.4K,63.4K,27.23,63,1min,38.37%,0%,-,,2024-11-18 00:24:17,47.3K,+649.3%
12,CUMROCKET,FCoxgEH9gZat86B9ko3xjMheGKeAAvqY5NXHymE4pump,339.6%,339.6%,339.6%,151,36.4K,30.1K,50.44,169,1min,9.59%,0.01%,-,https://t.me/cumrocket/1,2024-11-18 00:24:17,54.9K,+800.4%
13,binance bottle,5MY99gZUqVbYxqtfpvSYNeAFhxMZsUBbzszbZ1Uzpump,722.7%,722.7%,722.7%,102,20.9K,56.4K,53.05,79,2min,3.46%,3.46%,-,,2024-11-18 00:24:17,48.7K,+709.7%
14,Waddles The Penguin,AmTeMVNZMtqo9gFQkZAo4nN68ik5ZLGmXeidHGY3pump,1318.5%,1318.5%,1318.5%,138,65.1K,97.7K,78.34,80,52s,40.45%,3.46%,-,,2024-11-18 00:24:17,90.8K,+1318.5%
15,holy spinning cheese,7umwPcV17Mhu6ukUviQiZh5nBsW6dWhHm1DGRjxKpump,205.8%,205.8%,205.8%,112,16.3K,21K,12.78,41,2min,29.23%,0%,-,,2024-11-18 00:24:17,15.4K,+224%
16,Mr Fwog,FiBBWCdt3YkYrgjiLgduy25YmXskTXUy88ubtqFhpump,763.8%,763.8%,763.8%,101,15.6K,60.9K,59.66,60,4min,45.65%,0%,-,https://t.me/mrfwog,2024-11-18 00:24:17,53.5K,+758.9%
