row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
0,GRIMES,9g4B2fJkZgT4BBRFo7G8HrhkrSxwgLCEBKxV6Ac6pump,222.4%,222.4%,222.4%,102,33.9K,31.9K,28.68,54,3min,22.25%,0%,-,,2024-11-20 01:23:35,20.7K,+209.1%
1,Lightly used dev wallet,7MrJPCvLRtppJh3hduzqpAVM2kPJm9C9xPJby8PMpump,281%,281%,281%,118,26.6K,27.3K,25.85,71,1min,31.14%,8.25%,-,,2024-11-20 01:23:35,18.1K,+252.8%
2,Kasumi 152 - AI,5hYpMbhpPG4i38C5E51MXJUs4nmf7fShoLe8MYNSSNyN,501.2%,501.2%,501.2%,141,10.7K,41.5K,44.77,137,1min,10.03%,0.31%,-,https://t.me/Kasumi152_Portal,2024-11-20 01:23:35,34.6K,+500.4%
3,Mad geeked,36guQDrsd4B61d2q8rBhnqKEhZJYFripBHJ4iLrjpump,173.2%,173.2%,173.2%,130,33.4K,19.2K,9.88,43,1min,28.53%,0%,-,,2024-11-20 01:23:35,14.7K,+208.8%
4,ai16zagotchi,359cuMkMuSE9xaqNRoysduzRwij9oNf9CBsdnk6upump,310.9%,310.9%,310.9%,111,20.3K,28.5K,27.1,67,2min,33.35%,5%,-,,2024-11-20 01:23:35,19.3K,+278.2%
5,Boptok,3kWyKL9KYkgdpmfezWXFoZMeNpWkBL5DP4jUgg53pump,279.9%,279.9%,279.9%,120,24.4K,26.3K,24.82,56,1min,37.71%,0%,-,,2024-11-20 01:23:35,17.2K,+247.7%
6,Chill nonchalant hood nigga,E6LVfAd8uTiP55NikRNsTSQMNGhZR4gH1DzQVAA3pump,175.8%,175.8%,175.8%,114,21K,18.8K,14.87,38,3min,25.12%,3.46%,-,,2024-11-20 01:23:35,14.2K,+208.6%
7,Friutsnacks,GzghnFRmghp5UVUo2gkVYW4GCuLJ6kyLUtQpZda6pump,259.7%,259.7%,259.7%,143,30.2K,25.4K,16.97,73,1min,25.52%,0%,-,,2024-11-20 01:23:35,17.8K,+252%
8,THOSE WHO KNOW,7DJHG8sv7Q7yUtJwef7FsorbHwk5bHHND6m2Viw5pump,500.2%,500.2%,500.2%,153,44.9K,41.5K,34.76,86,1min,40.29%,0%,-,,2024-11-20 01:23:35,49.4K,+715.1%
9,Chill Terminal,9ASqvaNQP3dktdiTe4r5ox6GEyaLGiKF2xq2q6Zdpump,196.2%,196.2%,196.2%,150,24.2K,20.5K,22.65,50,3min,33.14%,0%,-,https://t.me/chillguyterminal,2024-11-20 01:23:35,14.3K,+207.2%
10,"100 FULLBOX, FULL PIECED, 200!",HMpRPa34fzJrq4Hy3p8ZvRvgAtK8nyn4z3irT1c3pump,479.2%,479.2%,479.2%,116,31.7K,38.7K,13.81,51,1min,46.03%,0%,-,,2024-11-20 01:23:35,43.3K,+647.3%
11,First AI Community Manager,6sEDUJpmyKmL2UhEufdwZf75EupNGrJjYBpE68PCpump,135.4%,135.4%,135.4%,134,39.9K,16K,47.67,67,1min,42.22%,3.8%,-,"https://t.me/carlosthedegen, https://t.me/carlosthedegen",2024-11-20 01:23:35,25K,+367.3%
12,LET HIM COOK NOW,DXBynzqiu1TQZrkzeZhrkqorRFPWPCru9Rq5JVoipump,98.84%,98.84%,98.84%,155,38.7K,13.5K,16.99,52,1min,25.19%,0%,-,,2024-11-20 01:23:35,14.1K,+207.5%
13,First Dog Taped Wall,CiDpZ3oezcKxACmbwvphx1CcP2QuLiyqb5wbJqmZpump,318.7%,318.7%,318.7%,107,33K,28.8K,29.64,48,1min,27.9%,0%,-,,2024-11-20 01:23:35,19.3K,+280.4%
14,First TikTok Account Coin,QM5zvY3rhPbSYrArc3qgRjiT9gkUgbC2BbERJQGpump,294.2%,294.2%,294.2%,121,42.5K,27.2K,30.06,44,1min,40.86%,5.11%,-,,2024-11-20 01:23:35,19K,+274.9%
15,Guy,6hkv34JkAPuV7M1uJCBdobXhVou2ZDiwo5GmcfMPpump,482.5%,482.5%,482.5%,114,36.9K,39.7K,28.21,58,1min,40.77%,0%,-,,2024-11-20 01:23:35,26.4K,+387%
16,Fanum tax,8RbgFNCNwcEkbErLFpnM5mcuc441NJtiGobq1LzwncEW,438%,438%,438%,301,87.3K,37.7K,17.42,89,2min,30.2%,0%,-,,2024-11-20 01:23:35,23.8K,+339.8%
17,Bog Frog,CJdDTFDkpFMDorFufWhwNyXsqfkSeHwhHjJQfnQCpump,653.8%,653.8%,653.8%,105,15.7K,52.6K,52.49,56,3min,45.65%,0%,-,https://t.me/bogtokeneth,2024-11-20 01:23:35,45.5K,+651.5%
18,Balkan Breakfast,ALtfaUKz2AF5z3W4cjCgt6ohmXQFMxupkJeQhLe8pump,451.5%,451.5%,451.5%,105,26K,38.6K,24.31,60,2min,36.37%,0%,-,,2024-11-20 01:23:35,26.1K,+372.9%
19,PayPal,hqFUJBfGSUfriRuAKXfVH25iFKqaCfwJLLCC8Rhpump,458%,458%,458%,105,34.1K,55K,43.14,64,4min,23.8%,0%,-,,2024-11-20 01:23:35,42.2K,+428.3%
20,geekbar,Cf22fQUBsD1HcHpEwayVNaJPxjz6v7N9bPXZaevRpump,391.1%,391.1%,391.1%,132,32.5K,32.4K,30.92,59,59s,35.46%,0%,-,,2024-11-20 01:23:35,20.6K,+312.3%
21,TIKTOK RIZZ PARTY,H4brjiUsThAd4aPY8nK8dugcqz98mmLcLZj3Ni8dpump,766.8%,766.8%,766.8%,153,43.6K,60.3K,26.48,85,2min,44.27%,6.07%,-,,2024-11-20 01:23:35,44K,+632%
22,Planet ai16z,FTkXFTHQ5NCa339jdssqfWq6Kv8mNpG1aPWTTwcVpump,275.3%,275.3%,275.3%,125,24.8K,25.9K,17,42,4min,25.53%,0%,-,https://t.me/planetai16z,2024-11-20 01:23:35,17.8K,+258.9%
23,Pooch the Pup,8Asit7UWDXEDuV28uGyADxDvjjPVKAKHHPjYxhAhpump,369.2%,369.2%,369.2%,106,18.6K,31.9K,35.47,72,1min,29.19%,3.46%,-,https://t.me/poochthepup,2024-11-20 01:23:35,24.1K,+353.4%
24,Baby Gronk Livvy Dunne AI,76PmKxdnXNzTZHThWgGiD3J5bPPEgj9Cur7LJ5u4pump,308.6%,308.6%,308.6%,140,31.4K,27K,31.3,70,1min,35.13%,0.36%,-,,2024-11-20 01:23:35,18.9K,+286%
25,First Dog Taped Wall,CiDpZ3oezcKxACmbwvphx1CcP2QuLiyqb5wbJqmZpump,206%,625.2%,625.2%,144,27.5K,49.9K,47.95,74,7min,26.47%,0%,-,,2024-11-20 01:23:35,33.7K,+237.3%
26,Just a daddy chill guy,BeYUstfn9MTNu6m5fVVQjBAXv5KvNh2FGKTzPDEypump,266.8%,266.8%,266.8%,115,14.7K,25.1K,21.4,72,3min,24.67%,0%,-,https://t.me/,2024-11-20 01:23:35,17.9K,+261.8%
27,Tiktok Rizz Party,33CD67e3f4aoCouuSkn8h3ugcnHnsvz9dVQUxWyPpump,299.5%,299.5%,299.5%,127,36.8K,27.6K,13.73,56,1min,35.3%,5.11%,-,,2024-11-20 01:23:35,15.1K,+217.8%
28,Not My Problem,3DL8oGZzLBBkjWpfKfeMWsW4mkJju89VqkvEAfiLpump,337.1%,337.1%,337.1%,129,50.1K,29.7K,65.58,69,42s,31.63%,0%,-,,2024-11-20 01:23:35,20.6K,+302.9%
29,gimme my monney,Gp2L3SmFRkgXM52M4sRVZZxhsqU9psK8XTb5xHvFpump,841.7%,841.7%,841.7%,150,70.8K,65.3K,55.63,71,1min,36.37%,0%,-,,2024-11-20 01:23:35,48.1K,+694.2%
30,geekbar,2fZszwZK7RS3K77dnNexQKvEe7CKtiamzgTYH2wjpump,326.8%,326.8%,326.8%,174,51K,46.4K,24.4,85,1min,46.57%,0%,-,,2024-11-20 01:23:35,40.4K,+371.7%
31,Looking Up,GHpJ5kB9CBzCSKGbF5gXtVaDY31b4HBU5ZTuiHNBSdBC,466.9%,466.9%,466.9%,147,10.3K,39K,42,144,3min,17.45%,0.21%,-,https://t.me/LookingUpMeme,2024-11-20 01:23:35,31.5K,+458.2%
32,fries in the bag bro,uto2Lz8BLvW7D8gkuXqtpWdxRTfsWiaETkn3Mvhpump,465.3%,465.3%,465.3%,132,33.1K,39.8K,23.07,73,1min,34.35%,0%,-,,2024-11-20 01:23:35,25.5K,+361.8%
33,New Injective Mascot,UvG91rVUvpoe8k7ihbG44q3xcN8kceTMwCjK1Ezpump,1224.8%,1224.8%,1224.8%,118,46K,92.3K,53.99,76,1min,44.31%,0%,-,,2024-11-20 01:23:35,85.3K,+1224.8%
