row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
0,licky,9ZK86yVrL1SxVzDuEtC78AUTS8juSSszyiSLkxhSpump,261.6%,261.6%,261.6%,103,20.1K,24.9K,29.32,56,3min,30.26%,0%,-,,2024-11-17 22:18:19,18.2K,+265.2%
1,Hexker the Hacker Cat,kEr36AbJ47vkGGeqDuouB6Y5JgNsxW6ZuxGeMTNpump,597.2%,597.2%,597.2%,127,29.6K,48.2K,49.03,82,1min,43.48%,5.11%,-,https://t.me/HEXKERCAT,2024-11-17 22:18:19,41.2K,+595.6%
2,NFL New Mascot,HfigyDeYUycTuyaSNoE4aG787WZmuVk1w8vyPNT5pump,335.1%,335.1%,335.1%,127,35.8K,30.1K,43.49,64,1min,33.14%,0%,-,,2024-11-17 22:18:19,13.9K,+200.9%
3,Psy The Cat,V45AAvmrvP8REvwS2xB3gv4GGsPLgL656MneJZSpump,985.1%,985.1%,985.1%,123,21.4K,73K,58.07,99,2min,32.69%,2.28%,-,https://t.me/+2y8XXoyoTcBkZTI0,2024-11-17 22:18:19,51.1K,+760.4%
4,farrefan/AI,9eAmc6xH8SQkbgM83UuQkL6qzxLNJ33UeMy9VRZMpump,316%,434.2%,434.2%,102,29.5K,36.1K,48.05,37,5min,35.39%,3.46%,-,,2024-11-17 22:18:19,35.9K,+530.4%
5,Wild Parrots Killed,739tgipjASHhaPVDXqXRLgryQwtGVzLQoeTgJYspump,227.7%,227.7%,227.7%,128,37.7K,21.6K,20.93,48,1min,37.4%,0.36%,-,,2024-11-17 22:18:19,14.6K,+221.3%
6,QNN,GDaQJggp6jGK1JRwx9g6eATWkVWDUsnXMe6fMhLLpump,311.8%,311.8%,311.8%,211,113.3K,29.8K,11.42,81,52s,34.33%,0%,-,,2024-11-17 22:18:19,47.5K,+657.6%
7,Pepenews,CpMoRbW76v3uv54tu2mRXrhvDQCgFQFYP2zq8wGjpump,1239.5%,1239.5%,1239.5%,127,65K,93.9K,66,63,52s,44.88%,0%,-,,2024-11-17 22:18:19,72.4K,+1033.6%
8,needle,3rJkv12toeUBAVUK7KYmrhayWgDeEh3GSZ14yctGx59a,478.4%,478.4%,478.4%,158,29.6K,40.5K,24.82,94,1min,30.84%,6.71%,-,,2024-11-17 22:18:19,32.9K,+469.9%
9,Bitcoin Mining Algorithm,A7HwjkVb8pbgzMcQoRLEysCozKm2zxHgqipD9q5Xpump,493.3%,493.3%,493.3%,104,38.2K,59.9K,59.28,48,3min,36.91%,0%,-,,2024-11-17 22:18:19,47.8K,+474.1%
10,PEPENEWS,13e1dcAfMJ2d9smnr4XbzLLX98tfkR7Xt22S5XvCA9sg,608.4%,608.4%,608.4%,116,16.4K,58.2K,49.94,91,1min,16.41%,0%,-,,2024-11-17 22:18:19,46.3K,+563.4%
11,non fren,4q1h6ifUdssct1JHKAz3RMawBijmCE2w56mCtiCLpump,374.8%,374.8%,374.8%,114,35.1K,31.7K,29.85,73,2min,29.03%,1.76%,-,,2024-11-17 22:18:19,27.2K,+406.7%
12,TD7,F9EhCdYa99iL8RqfeXzCXW5fVM29poE7xhQoXqbupump,474.4%,474.4%,474.4%,121,21.2K,39.5K,36.87,82,3min,36.75%,4.78%,-,,2024-11-17 22:18:19,28.3K,+410.8%
13,New GME Employee,7MUXx6CX4Md4hXjBp8AJQ94h4usDppm2MXta6SDhpump,935.7%,935.7%,935.7%,156,47.7K,69.3K,50.56,107,58s,33.81%,1.76%,-,,2024-11-17 22:18:19,75K,+1120.1%
14,LFG NUT,8ifGUgm31MeCcLfeG92SSXuRAS7fz172NE4deS8ypump,570.2%,570.2%,570.2%,107,12.4K,45.6K,46.91,156,4min,14.15%,0.09%,-,https://t.me/lfgnutt,2024-11-17 22:18:19,38.8K,+570.2%
15,NON FREN,6YmURKVcmRwd78CYuHdY7caefBHMdCqfesQ2B29ipump,226.5%,226.5%,226.5%,108,12.6K,23.6K,24.01,55,4min,32.01%,5%,-,,2024-11-17 22:18:19,15.6K,+215.3%
16,Khabib's Bear,5AnCpH4pfkXTaAgZDSvnpboU7sKKrg2TEYhYdRtypump,576.4%,576.4%,576.4%,145,34.2K,47.5K,32.84,90,2min,38.64%,0%,-,,2024-11-17 22:18:19,46.9K,+667.5%
17,Gamestop Employee,FVF7RaNsuYMzV4JspgMzZRqAGdNr8eLfH9BJuXT7pump,330.9%,330.9%,330.9%,151,32.2K,30.2K,19.35,76,1min,30.75%,0%,-,,2024-11-17 22:18:19,22.1K,+315%
18,ELE the Elephant,13zXbGQdpcBifv2tYKuZgFPdfMSUwaecGBg1VKXNpump,470.2%,470.2%,470.2%,116,11.5K,41.3K,36.58,74,2min,27.5%,9.75%,-,,2024-11-17 22:18:19,28.1K,+388.1%
19,Disinformation News Network,7CJXvAyjzH3WSqYW8GoN11rpU8xvpBvqZDtnDKvmpump,227.6%,227.6%,227.6%,105,39K,23K,47.19,36,1min,40.65%,0%,-,,2024-11-17 22:18:19,18.5K,+264.2%
20,nonfren,2zYHDUxu1p3pK8XYmENyQdC34owPF4YgHBMKg6ihpump,203%,203%,203%,144,33.1K,20.9K,22.12,51,1min,30.22%,0%,-,,2024-11-17 22:18:19,14.5K,+211%
21,Bonktardio,BZmdSzyFqeaktGFzbpK7Cm9UGpTxVKbh5hAPZxRipump,484.6%,484.6%,484.6%,102,11.2K,39.7K,43.89,161,1min,19.99%,0.14%,-,https://t.me/Bonktardio,2024-11-17 22:18:19,32.9K,+484.7%
22,Just imagine...,E2ycRdHnCyBKxbzjTjy9JVAdSg8bv2Yhr2Gms2wEpump,236.6%,331.7%,331.7%,161,17.6K,29.8K,23.08,16,6min,26.98%,0%,-,,2024-11-17 22:18:19,21.2K,+238.9%
23,mutant pepe,BtUVTgQ3twTPuQFbbyPTLCxv4VuiCQ6bitXAoXwipump,64.27%,64.27%,64.27%,135,55.8K,11.3K,33.56,52,1min,14.18%,0%,-,,2024-11-17 22:18:19,26K,+378.2%
24,Pepzard by Matt Furie,GyHoUNNc4wLEN5SjC7Qp3v7qdbHgyWHM7Xox2cnfpump,210.6%,210.6%,210.6%,187,73.9K,30.5K,31.09,83,2min,29.35%,0%,-,,2024-11-17 22:18:19,20.7K,+210.6%
25,ELE the Elephant,13EBjzFeoubsz1GW5gEskLHG21dQT3aRjSm4ViXpump,478.2%,478.2%,478.2%,119,11.5K,41.7K,35.77,75,2min,27.5%,9.75%,-,,2024-11-17 22:18:19,32.6K,+453.1%
26,Peplicator NFT ID,Bs51opN5Mes885EkRVHA2wRQ2yR7AivJAmxNh3Kspump,1001.7%,1001.7%,1001.7%,143,69.5K,77.1K,42.22,53,38s,55.64%,0%,-,,2024-11-17 22:18:19,47.6K,+681%
27,Bureau of Internet Culture,H95nKrapnBhVaPW2bGFf4gh7WWB8Skv3eJxMJg2Wpump,809.3%,809.3%,809.3%,117,35.3K,60.8K,17.53,77,43s,35.71%,1.76%,-,,2024-11-17 22:18:19,39K,+583.1%
28,PumpPay Card,4ni4jzxLnYhKFNidTfJr2AnwyB93rZ5zs18FxpWipump,286.1%,286.1%,286.1%,104,21K,26.2K,26.23,58,1min,39.13%,3.46%,-,,2024-11-17 22:18:19,19.4K,+286.1%
29,𝐀𝐱𝐢𝐬//𝟕𝐂,8t1CyYnzScic6cridN37X6hzXZr8AWCDzCXqQDDnpump,238.3%,238.3%,238.3%,114,25.8K,23.3K,27.66,48,4min,29.94%,5.11%,-,https://t.me/+R3lgJdhDDuMwZjgx,2024-11-17 22:18:19,16.4K,+238.3%
30,Cult,GkhQ62PJ9YakARBY5cpjZ57zFKdUfZ4BVLVnwdChpump,978.5%,978.5%,978.5%,124,34K,80K,60.74,71,2min,57.28%,12.62%,-,,2024-11-17 22:18:19,72.7K,+980.5%
31,CULT OF CTHONIA,EpWE18zk26yptqSoKGqk2Lm8Cp8YWpzL257tuWWRpump,444.3%,444.3%,444.3%,101,40.9K,54.6K,50.91,66,2min,27.27%,0%,-,,2024-11-17 22:18:19,44.8K,+446.7%
32,CZience,5U6eoMCY66pP6Md47vy7tVErC5vLAkyMQRxDDnupump,455.6%,455.6%,455.6%,162,56.3K,39.9K,41.41,90,51s,33.59%,0%,-,,2024-11-17 22:18:19,27.2K,+379.1%
33,HEGE,35dtxFoTaf1KFujYvxghiU7Qi9GwMkgfBUvuuuWwpump,723.3%,723.3%,723.3%,109,15.1K,57.1K,56.37,66,2min,45.65%,0%,-,https://t.me/hegeonsolana,2024-11-17 22:18:19,49.6K,+714.9%
