datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-17 03:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.00027538303398036174,0.00042045956740178184,7.538701544558226e-05,8.843534162700377e-05,15m,1778911959.7104886,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 03:45:00
2024-11-17 04:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.001112759698103079,0.002644980903557966,0.00015492404089951305,0.00027538303398036174,15m,2001693871.3161387,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 04:00:00
2024-11-17 04:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0014160345700503368,0.0024177508686954144,0.0008962050611192802,0.001112759698103079,15m,695650519.3835598,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 04:15:00
2024-11-17 04:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0021408701599259228,0.0028128980438245077,0.0010163992702712872,0.0014160345700503368,15m,486609871.9201376,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 04:30:00
2024-11-17 04:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0024431162195518983,0.0040915560001870055,0.0019209971820126068,0.0021408701599259228,15m,488040577.7740526,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 04:45:00
2024-11-17 05:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0026264586257308403,0.003239826594262235,0.001766004419679191,0.0024431162195518983,15m,264244686.45114177,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 05:00:00
2024-11-17 05:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0033330921995811886,0.004722731545038122,0.002422007509410247,0.0026264586257308403,15m,320520527.7704235,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 05:15:00
2024-11-17 05:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.004280740379211471,0.004772022608200194,0.0023866457712366828,0.0033330921995811886,15m,275998741.5248484,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 05:30:00
2024-11-17 05:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.00424690823566373,0.005265543326620723,0.003532797699096705,0.004280740379211471,15m,251987604.63143972,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 05:45:00
2024-11-17 06:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.004143153808681605,0.0053795012987775705,0.003243132839288362,0.00424690823566373,15m,217809670.99138513,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 06:00:00
2024-11-17 06:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0030555252454326606,0.0043251319128985,0.0024082845826441544,0.004143153808681605,15m,282520676.38302344,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 06:15:00
2024-11-17 06:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.004664715123797812,0.004712127089191696,0.002629456806659504,0.0030555252454326606,15m,148463791.36561114,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 06:30:00
2024-11-17 06:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.005144097575239213,0.006358849249978031,0.003961555725122189,0.004664715123797812,15m,157856851.47738603,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 06:45:00
2024-11-17 07:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.004110887971061938,0.005144097575239213,0.00350864920520162,0.005144097575239213,15m,110437928.21308695,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 07:00:00
2024-11-17 07:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003771877291194211,0.004701034812684981,0.0033675566525350094,0.004110887971061938,15m,75184026.1864519,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 07:15:00
2024-11-17 07:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.004473193354043588,0.005670826877099907,0.002984446226324476,0.003771877291194211,15m,97910566.84202997,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 07:30:00
2024-11-17 07:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003890573788691535,0.004696918443209703,0.003376332303833651,0.004473193354043588,15m,58079907.6618041,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 07:45:00
2024-11-17 08:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0037219182012203345,0.003944811512235138,0.002976586391586863,0.003890573788691535,15m,64118660.92381896,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 08:00:00
2024-11-17 08:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002905734110959728,0.0037219182012203345,0.0025208164030466264,0.0037219182012203345,15m,96531221.09902598,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 08:15:00
2024-11-17 08:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0033538193739687636,0.003975752956464534,0.002710527203214577,0.002905734110959728,15m,69155568.25510791,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 08:30:00
2024-11-17 08:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0034935593282503547,0.004573946131099789,0.003269853415477863,0.0033538193739687636,15m,57360045.491053,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 08:45:00
2024-11-17 09:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003926329825033435,0.004391269330412986,0.0024433396829164162,0.0034935593282503547,15m,64627666.288743004,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 09:00:00
2024-11-17 09:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.004024866797104486,0.004331858846432777,0.0033598704981352987,0.003926329825033435,15m,32318154.19343599,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 09:15:00
2024-11-17 09:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0050664472889245925,0.005598425880294039,0.004007102299909773,0.004024866797104486,15m,59932604.35240297,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 09:30:00
2024-11-17 09:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0043219021834560055,0.005081713973580424,0.004242424586915424,0.0050664472889245925,15m,29418388.596007027,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 09:45:00
2024-11-17 10:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003610384393197107,0.00437416651580433,0.003326618578585476,0.0043219021834560055,15m,45286435.35164998,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 10:00:00
2024-11-17 10:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003338921075604854,0.0036157652605615506,0.0030461548868154467,0.003610384393197107,15m,49318274.256325945,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 10:15:00
2024-11-17 10:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0032474392380011053,0.0035679806019238637,0.0032308645362744428,0.003338921075604854,15m,10103880.025628999,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 10:30:00
2024-11-17 10:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0033291201812999725,0.0033717233257511024,0.0027864845993461535,0.0032474392380011053,15m,29639634.479242973,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 10:45:00
2024-11-17 11:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002065093487419655,0.0034913281921580296,0.0018555794422205666,0.0033291201812999725,15m,103009603.50247109,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 11:00:00
2024-11-17 11:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0024652469628425153,0.0027944547324382503,0.0016399026377032391,0.002065093487419655,15m,81972585.58887501,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 11:15:00
2024-11-17 11:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002399378985869659,0.002728491840335723,0.002372003975083813,0.0024652469628425153,15m,17958793.966936,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 11:30:00
2024-11-17 11:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0023127500829437132,0.002399378985869659,0.001960602059625032,0.002399378985869659,15m,34039366.581925,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 11:45:00
2024-11-17 12:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0027230299111433882,0.0027563902971012976,0.002043301282963391,0.0023127500829437132,15m,27867403.490514036,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 12:00:00
2024-11-17 12:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003175874013072896,0.0038859587697124744,0.0027230299111433882,0.0027230299111433882,15m,45289338.21999202,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 12:15:00
2024-11-17 12:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.00294237424029494,0.00357472703083336,0.0028257159651535824,0.003175874013072896,15m,22111663.611706,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 12:30:00
2024-11-17 12:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0024084637792316193,0.0029575697107361134,0.0022895486299423515,0.00294237424029494,15m,55929869.80633301,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 12:45:00
2024-11-17 13:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002418005891673713,0.0026637906270752707,0.0022213858788497735,0.0024084637792316193,15m,26369953.055024,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 13:00:00
2024-11-17 13:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002381529689440074,0.0024311717595491265,0.0019120621819584366,0.002418005891673713,15m,29503424.436581008,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 13:15:00
2024-11-17 13:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002299598215955784,0.002705649712955334,0.0020635514237459063,0.002381529689440074,15m,35221791.396372,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 13:30:00
2024-11-17 13:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0032422150093710496,0.0033464515457229146,0.002283812324606191,0.002299598215955784,15m,49946285.97784295,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 13:45:00
2024-11-17 14:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0026928757659969815,0.0033750564976958003,0.0018037447974925175,0.0032422150093710496,15m,45909412.664524026,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 14:00:00
2024-11-17 14:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0024564727164460756,0.0027098586339714295,0.002341904121242077,0.0026928757659969815,15m,19054606.775443994,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 14:15:00
2024-11-17 14:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0023219235616212274,0.002548042421027347,0.0019753424268998373,0.0024564727164460756,15m,41088036.27530796,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 14:30:00
2024-11-17 14:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0024645334884063987,0.0029748756760465986,0.002281743768492437,0.0023219235616212274,15m,39576902.380054995,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 14:45:00
2024-11-17 15:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0022521738865351804,0.002707794198049521,0.0018003724452305427,0.0024645334884063987,15m,42752137.89283699,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 15:00:00
2024-11-17 15:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0025292713392040477,0.002680923695465718,0.0018801374224518932,0.0022521738865351804,15m,79015140.62192404,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 15:15:00
2024-11-17 15:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002473486297975788,0.0034320966496208544,0.0024349055904370237,0.0025292713392040477,15m,33805252.873490006,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 15:30:00
2024-11-17 15:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002819114718839484,0.002819114718839484,0.0023114562916158347,0.002473486297975788,15m,14337167.886194993,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 15:45:00
2024-11-17 16:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0032226007577774904,0.004672560925254196,0.002819114718839484,0.002819114718839484,15m,67845359.01444115,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 16:00:00
2024-11-17 16:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0027620780043430258,0.003327011947631102,0.0026653700806459103,0.0032226007577774904,15m,44670844.12807001,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 16:15:00
2024-11-17 16:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002927879027850674,0.0034191625790582756,0.0025010867796344607,0.0027620780043430258,15m,44352879.908604026,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 16:30:00
2024-11-17 16:45:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002658381191350649,0.0033093193228604387,0.002439067836209083,0.002927879027850674,15m,25932878.672044013,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 16:45:00
2024-11-17 17:00:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.002868751385128802,0.003405636361857815,0.0026453240849356506,0.002658381191350649,15m,38019950.741849,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 17:00:00
2024-11-17 17:15:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.0031954151759078504,0.0031954151759078504,0.002868711843217233,0.002868751385128802,15m,10326593.938907996,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 17:15:00
2024-11-17 17:30:00,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,0.003275260420835581,0.003913531669471212,0.0031229566762700453,0.0031954151759078504,15m,28916919.290385,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,2024-11-17 17:30:00
