row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
0,fries in the bag bro,uto2Lz8BLvW7D8gkuXqtpWdxRTfsWiaETkn3Mvhpump,43.15%,1844%,1844%,532,244.9K,136.8K,79.01,161,2min,23.7%,0%,-,,2024-11-20 01:45:37,41.2K,+43.15%
1,Just a chill girl,2xB9bxTqabJWFB2RuPh99EwQLXukvLmttkwyQBLipump,45.74%,521%,689.4%,509,133.1K,138.3K,79.01,374,3min,25.97%,0%,-,,2024-11-20 01:45:37,43.4K,+45.74%
2,TikTok Quant,dnq3qsXKHMrx9kdRBJuJHGcAaEcGtX2oXAxEnMEpump,41.36%,1965.4%,1965.4%,758,310.4K,136.6K,79.01,192,4min,31.28%,0%,-,,2024-11-20 01:45:37,40K,+41.36%
3,oraai16z,L3LnGV5uT4uM6yttmVRvNueiHJNcFb7dTymE9QGpump,315.2%,6000.1%,6000.1%,512,353.7K,403.3K,79.01,358,3min,20.08%,0%,-,,2024-11-20 01:45:37,305.8K,+314.8%
4,the huzz,D1khZH8Kz255iw8VLiACCPiYgC4XdnAFD3sYsusupump,24.55%,42.06%,248%,1025,459.1K,9.5M,956.1,13582,48d,15.93%,0%,-,https://t.me/thehuzzsolana,2024-11-20 01:45:37,2.3,+31.4%
5,LOW TAPER FADE,F8dKXiNk2eX2VB6DDPNS7yLTe5VbHcyhnKYf21ampump,206%,206%,4060.5%,550,256K,293.4K,79.01,313,2min,28.34%,0%,-,,2024-11-20 01:45:37,197.5K,+206%
6,NO1 TIKTOK DANCE,AwBqQAzVJQRcr7XAr7ZZA65qqBy51F3y4kKdsYehpump,90.26%,7881.7%,7881.7%,523,319.8K,547.1K,143.21,675,28min,18.85%,0%,-,https://t.me/tiktok_renegadee,2024-11-20 01:45:37,201.4K,+68.84%
7,I understand it now,C1ia2bYoa2V9sSGy9S5139nztQy6Uzz4gzYwuCkRpump,58.21%,180.8%,545.8%,514,679.2K,5.5M,702.89,2108,13d,17.81%,0%,-,https://t.me/understandonsol,2024-11-20 01:45:37,2,+58.21%
8,ASIAN MOM,9p4sFGDA7n78sfZ5rVrWndvhHKBR3x9ockPT6ehkoq1j,167.2%,362%,362%,513,8.9K,118K,86.05,132,131d,16.59%,0%,-,https://t.me/iloveasianmom,2024-11-20 01:45:37,73.2K,+165.7%
9,Lester's Cat,DVBJontp6bAwVpJQGt9SdgFnzM1TyJ2xkZddm2Xjpump,32.77%,1669%,1669%,494,111.4K,124.3K,76.7,181,5min,20.78%,0%,-,,2024-11-20 01:45:37,30.2K,+31.15%
10,Good Boy,J4DDTGDsPaiXtk9kPQmPdJTyj79zA7TiN3YRuCLMpump,273.1%,2233.8%,2352.1%,506,341.1K,353.9K,79.01,331,2min,26.79%,0%,-,,2024-11-20 01:45:37,259.5K,+273.6%
11,Minecraft Parkour,FgR8Zgp6WxTHqspaqoMMdSxmULxvg9Y1CbmvJcouKWES,172.1%,1430.1%,1430.1%,572,182.9K,102.1K,79.31,268,5min,28.63%,0%,-,,2024-11-20 01:45:37,64.6K,+172.1%
12,ashleyivy159,ANyzJSoF6EXNAUB19dJr8TBk8MudduQYoooS8MYrpump,114.4%,2888%,2888%,520,356K,205.8K,79.01,219,1min,26.46%,5.11%,-,,2024-11-20 01:45:37,130.5K,+135.9%
13,WINTER ARC,4j2gUEmfbSAacvSSd6yXo8yEzXCAUVeoXrqLVV3apump,137.8%,222.7%,514.9%,535,234.6K,2.5M,440.25,2585,51d,15.26%,2.79%,-,https://t.me/winterarcsolana,2024-11-20 01:45:37,1.4,+137.8%
14,Double Chunk Chocolate Cookie,HChgUFrZ9MLhQM6G9JTSeaWR1CQ7YSAbxqVP4Rfcpump,74.7%,2359.6%,2359.6%,573,388.9K,166.7K,79.01,231,2min,40.25%,0%,-,,2024-11-20 01:45:37,71.3K,+74.7%
