row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
0,zerobrain,GkjiyGgrhuXEdLWJPqjMv3zYRAqwk5DENcjXbTHuBCAn,45.93%,-7.01%,4924.9%,524,16.3K,133.8K,57.96,1373,2h,17.74%,0% Add Liquidity,-,https://t.me/ZeroBrainSOL,2024-11-19 23:41:12,42.1K,+45.93%
1,frank,H8wQ9vPGDaysrFNYAcBUDKvMn4d8n2UMWnBg59QZpump,33.22%,1800.5%,1800.5%,509,237.2K,127.3K,79.01,248,4min,30.72%,0%,-,,2024-11-19 23:41:12,31K,+32.42%
2,Dawg,6ob6FDcSAhFYriyjouBwaor1AXPjNx6S9TMNpSzPB9TX,91.16%,-11.62%,-98.42%,554,95.8K,593.5K,190.4,17300,11h,8.21%,0% Add Liquidity,-,https://t.me/Dawg_Portal,2024-11-19 23:41:12,302.1K,+95.61%
3,Chill Guy First Character,4uuJfFUuXuKWARsRRMweUfv1v2hBp5gQFvrqgg9epump,54.23%,2005.8%,2005.8%,565,209.9K,146.7K,79.01,277,1min,23.12%,0%,-,,2024-11-19 23:41:12,51.6K,+54.23%
4,Jino,Fkvs6ec6wNP8soFpbP1cRToLTjDfXju43o3xn9BMoruH,123.5%,54.91%,-86%,507,320.3K,1.5M,810.86,32167,1d,3.86%,0% Add Liquidity,-,https://t.me/Jino_Official_Portal,2024-11-19 23:41:12,820.2K,+123.5%
5,A letter to ansem,9yQVZcKEWLrLTYRMKAC16QgTiH1fDFKRsAHCRvphduLv,1082.3%,1082.3%,1082.3%,519,9.4K,302.2K,144.72,178,218d,17.14%,0%,-,,2024-11-19 23:41:12,276.7K,+1082.3%
6,KIKA,HnWbSfM4TPLR8KQUrTNiHH7SSMoAKeyiD5NZbstapump,345.9%,6168.2%,6168.2%,552,375.9K,424.5K,79.01,115,1min,25.86%,0%,-,,2024-11-19 23:41:12,329.3K,+345.9%
7,Bella,7Z1KAkMaru1TGEaUWoePubVv4xw11CUAGnV2uT2Bpump,172.7%,206.6%,178%,503,196.2K,421.7K,150.65,4234,4d,15.78%,0%,-,https://t.me/bellactospl,2024-11-19 23:41:12,267.1K,+172.7%
8,Eve,HjEEvCA8Vu1tcbyD5c1NQotxCaBpge7RoV9cbRGbpump,313.3%,750.7%,766.6%,514,249.8K,396.1K,79.01,140,3min,35.85%,3.19% Buy More,-,http://t.me/EVEonSOLANA,2024-11-19 23:41:12,300.3K,+313.3%
9,BBQ Chicken,En9b8KazNDokZr5h1BTBC5HXrjvh5DoeNa3QFYvbpump,136.8%,837.1%,4801.9%,505,152.9K,343.9K,101.47,631,3h,26.07%,0%,-,,2024-11-19 23:41:12,198.6K,+136.8%
