Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Red Siberian Husky ,KOVU,516K,3.50Mil,-81.07388860364838,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0005059778472832,103718.67882892354,29,45.0,45,-55.44554455445545,134,-27.56756756756757,272,-8.108108108108109,,,494,-51.80487804878049,,,2392,-17.34623358673117,506K,1545,1,,,,,
Solaria Utopia,SOLARIA,543K,2.51Mil,190.8425704022779,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005676035199283,101711.37187462024,23,109.09090909090908,33,-32.6530612244898,72,-56.62650602409639,208,-12.236286919831224,,,374,-1.837270341207349,,,1189,-20.996677740863788,563K,831,4,,,,,
popo,popo,550K,1.70Mil,612.6107675886831,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005409721757102,196018.38880314663,6,-76.0,29,38.095238095238095,47,-24.193548387096776,99,-34.868421052631575,,,217,-41.50943396226416,,,918,1736.0,541K,2012,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Eaten by a Pelican,PELICAN,567K,20.97Mil,114.3772496486811,118679.47720712484,SWKT3Sksvtcepkn7MRn74WPUNH1Lo8H25MAogVepump,6,PELICAN,Eaten by a Pelican,0.0005672146106175,118679.47720712484,177,-11.940298507462686,315,40.625,459,57.1917808219178,644,64.28571428571429,,,926,-58.43806104129264,,,7900,1203.6303630363036,567K,1872,6,,,,,
Straight Tuah Prison,TUAH,586K,16.94Mil,47.95883775324677,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006181353423713,185943.18425725508,23,76.92307692307693,35,-23.91304347826087,75,-1.3157894736842104,136,-6.206896551724138,,,258,-31.382978723404253,,,1043,-24.090247452692868,618K,16384,10,,,,,
queefcoin,queef,590K,6.75Mil,650.2160044049359,143156.48665456497,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0005647946307235,143153.98294017592,65,-20.73170731707317,118,66.19718309859155,155,23.015873015873016,224,-34.88372093023256,,,462,-69.0348525469169,,,2099,1085.8757062146892,565K,1211,3,,,,,
Web3_Vibes,W3V,598K,4.23Mil,,103995.73656399018,6X8FR6NkYXGjQP7sXBgWauTobbCp4fPfX3PMkdutpump,6,W3V,Web3_Vibes,0.0003804416745768,83840.58824676138,1596,-38.1155486622722,3271,21706.666666666668,3274,,3274,,,,3274,,,,3274,,380K,1341,3,,,,,
Shadow AI,SHADOAI,602K,1.78Mil,229.31122053113268,107460.05297953142,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0006059161808507,107460.05312801458,17,0.0,32,14.285714285714285,49,-9.25925925925926,94,-32.37410071942446,,,201,-48.984771573604064,,,1062,-6.431718061674009,606K,1254,4,,,,,
Chad Grammatical Model Launch,PEMDAS,637K,12.02Mil,,115412.85747774398,6f41LGHuU2HVV67ao9GwJ6kv2jNUz9HL6FJPVYcJpump,6,PEMDAS,Chad Grammatical Model Launch,0.0005238359253173,115412.85747774398,167,-20.476190476190474,305,-6.727828746177369,502,-17.298187808896213,883,-39.43758573388203,,,1955,-48.86215014386608,,,4871,,524K,1646,2,,,,,
memOS AI,memOS,640K,20.71Mil,,130385.1972535266,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0005886475765847,129242.98445932052,214,-19.245283018867926,411,-0.2427184466019417,693,-3.212290502793296,1179,-19.35704514363885,,,2242,-67.91642816256439,,,8038,,589K,2280,6,,,,,
infinite backrooms,IB,642K,2.34Mil,452.2528077890723,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006193642100463,170334.90048856367,21,-12.5,42,-19.230769230769237,78,-36.58536585365854,173,-76.68463611859838,,,744,96.30606860158312,,,958,589.2086330935251,619K,3977,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
HYVEMYND,HYVE,644K,25.38Mil,,123250.03012603856,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0006911894164496,123316.60367552577,187,46.09375,276,-12.933753943217663,501,-37.7639751552795,1088,43.15789473684211,,,1553,-78.73767798466594,,,8000,,691K,1945,4,,,,,
DEGEN TAYLOR,DEGEN,650K,34.64Mil,,146186.015488787,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005734989565458,126582.94416293233,159,35.8974358974359,274,-23.03370786516854,614,-45.17857142857143,1683,-22.65625,,,3795,-10.642806687073229,,,7923,,573K,10680,2,,,,,
Shred,SHRED,699K,1.65Mil,-36.11313066735949,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006859717021571,124215.41684341818,24,-36.84210526315789,54,42.10526315789473,79,46.2962962962963,123,-62.26993865030674,,,401,143.03030303030303,,,648,-6.896551724137931,686K,1181,1,,,,,
Sigma Sigma Boy,SIGMABOY,734K,7.04Mil,237.338464462948,143454.8104210857,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0007231665050884,143454.8104210857,106,29.268292682926827,168,-7.18232044198895,310,-53.38345864661655,869,-24.761904761904763,,,1734,-11.710794297352342,,,3254,1029.861111111111,723K,3381,1,,,,,
Omega,OMEGA,739K,4.92Mil,-31.56292355862535,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.000683101132154,134078.3586558308,35,20.689655172413797,64,8.47457627118644,111,-5.932203389830509,199,-42.48554913294797,,,486,-61.24401913875598,,,2705,17.35357917570499,683K,2378,4,,,,,
Finance Wizard ,Wizard,741K,2.42Mil,1767.1935330797237,119344.3533411579,AU1rxhY276GepM4bm7VaYrgVPJW7tg4z2MtR2jfPpump,6,Wizard,Finance Wizard ,0.0006715487958785,119386.59569254596,63,-46.15384615384615,155,198.0769230769231,188,308.69565217391306,222,-4.721030042918455,,,408,-53.63636363636364,,,1174,1530.5555555555554,665K,4009,1,finance-wizard,https://t.me/financewizardcto,https://twitter.com/financewizardio,https://financewizard.io/,https://discord.com/invite/titantrades
FWATMEW,FWATMEW,744K,3.24Mil,,108700.7101616702,F8TQRuWKR2jHD5mcRL3iqHwTpfagcYkYs1TTjpW6pump,6,FWATMEW,FWATMEW,0.0008188317498064,131399.84838039146,685,6.531881804043546,1011,-89.17211095640998,10050,,10050,,,,10050,,,,10050,,819K,866,2,,,,,
Lemonade Stand Duck,DUCK,755K,27.08Mil,,153176.6872796007,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.0008132114622076,157892.85036206778,967,-1.7276422764227644,1771,-13.903743315508022,3399,-6.697776557782048,5945,-0.1176075268817204,,,10302,-64.38621357209527,,,36664,,813K,6603,4,,,,,
Oraichain Token (Wormhole),ORAI,773K,3.30Mil,-33.79837053530461,570047.6269608097,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),12.025883144649193,44582.07992582319,30,-16.666666666666664,62,-8.823529411764707,102,-23.88059701492537,193,-3.015075376884422,,,326,23.0188679245283,,,587,40.430622009569376,773K,208,3,,,,,
LLM,LLM,813K,1.49Mil,-82.43371515119907,180641.380682565,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0008126090344018,180641.380682565,41,28.125,61,7.017543859649122,100,100.0,132,-26.666666666666668,,,258,-27.932960893854748,,,699,-17.27810650887574,812K,1835,5,,,,,
