Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
queefcoin,queef,514K,6.84Mil,656.482268139372,143148.94798233034,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0004570380563325,143150.3161383152,71,115.15151515151516,88,-17.75700934579439,149,15.503875968992247,217,-28.61842105263157,,,422,-63.07961504811899,,,2112,1079.8882681564246,457K,1221,3,,,,,
popo,popo,532K,1.72Mil,627.7239058378572,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005066395890478,196018.38880314663,29,81.25,41,105.0,58,9.433962264150944,100,-28.57142857142857,,,209,-39.59537572254335,,,926,1752.0,507K,2024,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
ECOFUK,ECOFUK,544K,29.07Mil,-4.14616767649142,161897.40173068014,Ff639RjQYbqrS9VJgYM1p1ifXCAzC8GrbWUu4YAVpump,6,ECOFUK,ECOFUK,0.0004280640723834,161841.46829134994,246,20.0,386,81.2206572769953,516,22.27488151658768,808,-16.872427983539097,,,1509,-10.28537455410226,,,8267,238.1186094069529,428K,2358,7,,,,,
DEGEN TAYLOR,DEGEN,554K,35.69Mil,,125154.75516514108,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005720580277486,126619.92652869348,113,-0.8771929824561403,226,-22.602739726027394,502,-34.889753566796365,1240,-42.88346384154767,,,3358,-32.691922228903586,,,8201,,572K,10921,2,,,,,
Solaria Utopia,SOLARIA,575K,2.06Mil,108.55565559392556,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005919626629833,101711.37187462024,8,-76.47058823529412,38,-2.564102564102564,63,-18.181818181818183,124,-55.072463768115945,,,343,-6.284153005464481,,,1047,-35.727440147329645,587K,817,4,,,,,
Finance Wizard ,Wizard,587K,2.47Mil,1824.8922289197112,119344.3533411579,AU1rxhY276GepM4bm7VaYrgVPJW7tg4z2MtR2jfPpump,6,Wizard,Finance Wizard ,0.0005853161573954,119386.59569254596,23,-52.083333333333336,69,-42.97520661157025,177,23.776223776223777,260,44.44444444444444,,,399,-57.05059203444564,,,1208,1532.4324324324325,579K,3991,1,finance-wizard,https://t.me/financewizardcto,https://twitter.com/financewizardio,https://financewizard.io/,https://discord.com/invite/titantrades
Shadow AI,SHADOAI,590K,1.50Mil,195.8229168637401,107460.05197465888,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0005745032986838,107460.05065293016,10,-9.090909090909092,20,-4.761904761904762,37,-11.904761904761903,68,-43.333333333333336,,,172,-55.208333333333336,,,867,-37.08272859216255,575K,1247,4,,,,,
Goatse Glebe,GLEBE,610K,5.09Mil,,102346.41917696604,5oDWr3xbRxJZ74VhDF5H4UnnSEstPJT7tJm4c5EFpump,6,GLEBE,Goatse Glebe,0.0007211298026537,102918.37764733916,157,-30.837004405286343,314,35.3448275862069,464,57.28813559322033,654,-17.632241813602015,,,1236,-35.79220779220779,,,2938,,721K,1010,2,,,,,
Omega,OMEGA,612K,4.36Mil,-38.5516089905634,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.00055474498601,134078.3586558308,55,61.76470588235294,85,57.407407407407405,123,11.818181818181818,218,-26.351351351351347,,,457,-50.27203482045702,,,2482,-0.72,554K,2354,4,,,,,
Orami ,Orami,620K,80.19Mil,,249177.7726937305,EURfLGofpk6vvNquBqpSTZaTUXPpfdvtYZCfhGUB2fWG,6,Orami,Orami ,7.36044415430048e-13,119521.23653729596,317,2.922077922077922,326,2.515723270440252,343,-3.380281690140845,399,28.70967741935484,,,408,,,,408,,7.361180198715174,363,1,,,,,
