Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Red Siberian Husky ,KOVU,518K,3.45Mil,-78.0832215317568,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0004703598623254,103718.67882892354,43,10.256410256410255,72,41.17647058823529,111,-36.206896551724135,251,-12.54355400696864,,,474,-47.79735682819384,,,2390,-13.28011611030479,470K,1549,1,,,,,
queefcoin,queef,520K,6.79Mil,652.2210667519779,143151.93557256658,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0005141869714018,143151.1445378934,36,-28.000000000000004,71,-44.09448818897638,164,144.77611940298507,208,-37.53753753753754,,,431,-65.32582461786002,,,2110,1085.3932584269662,514K,1210,3,,,,,
tinyLLM P𝓇ophet,c𝓎rus,532K,1.01Mil,27.0749196699892,104494.82090591516,4oJh9x5Cr14bfaBtUsXN1YUZbxRhuae9nrkSyWGSpump,6,c𝓎rus,tinyLLM P𝓇ophet,0.0004981581083934,104495.6872261514,21,-19.230769230769237,43,-6.521739130434782,83,18.571428571428573,132,-47.2,,,340,0.8902077151335311,,,582,136.58536585365854,492K,2133,1,,,,,
Person Of The Year,TRUMP,547K,9.47Mil,,122079.29064193094,H6tJAGZd1Ba5PZ9eGuQmdDSreYDrrZEVM4aZhaW13WrT,6,TRUMP,Person Of The Year,0.0004274073722121,108150.19064097168,2991,14.817658349328214,4318,101.3992537313433,5301,,5301,,,,5301,,,,5301,,427K,2049,3,,,,,
DEGEN TAYLOR,DEGEN,549K,35.38Mil,,124032.14003289572,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005544850318659,124157.7570913813,111,-12.598425196850393,233,-16.785714285714285,502,-43.08390022675737,1348,-38.221814848762605,,,3472,-27.81704781704782,,,8130,,554K,10863,2,,,,,
memOS AI,memOS,559K,20.89Mil,,127996.63479389423,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0004423634371313,119401.37214082445,224,17.277486910994764,355,-13.62530413625304,645,-5.97667638483965,1106,-19.21110299488678,,,2076,-71.20665742024966,,,8103,,442K,2232,6,,,,,
popo,popo,562K,1.71Mil,624.0309582975642,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005315599600814,196018.38880314663,10,-9.090909090909092,21,-30.0,48,17.073170731707318,82,-44.966442953020135,,,206,-39.233038348082594,,,922,1744.0000000000002,532K,2012,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Shadow AI,SHADOAI,576K,1.62Mil,208.3059481653071,107460.0490024447,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0005896325504291,107460.04805645053,13,160.0,17,-46.875,44,0.0,76,-36.134453781512605,,,176,-55.10204081632652,,,933,-30.059970014992505,590K,1248,4,,,,,
Goatse Glebe,GLEBE,585K,5.05Mil,,107412.9974161136,5oDWr3xbRxJZ74VhDF5H4UnnSEstPJT7tJm4c5EFpump,6,GLEBE,Goatse Glebe,0.0006099376964657,103051.5858480642,187,-23.36065573770492,370,186.8217054263566,442,52.41379310344828,626,-21.45545796737767,,,1236,-35.691987513007284,,,2905,,610K,999,2,,,,,
Solaria Utopia,SOLARIA,587K,2.26Mil,149.41210089306242,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005806357300271,101711.37187462024,24,0.0,42,35.483870967741936,63,-35.051546391752574,143,-50.689655172413794,,,360,1.694915254237288,,,1075,-32.98004987531172,575K,817,4,,,,,
iShares Fartcoin Trust,iFART,591K,3.74Mil,1098.0442347162607,123653.00305193804,5eNQJ87WnfMMfgNrc8qSJNTGmMyFqmQdnDYY9phApump,6,iFART,iShares Fartcoin Trust,0.0006505264201239,123516.7478287537,63,96.875,85,18.055555555555557,143,41.58415841584159,203,9.13978494623656,,,322,-74.26059152677857,,,1481,3697.435897435897,650K,599,4,,,,,
Lemonade Stand Duck,DUCK,593K,27.87Mil,,139568.4801080379,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.0006096318141092,130548.2524256304,1198,22.62026612077789,1938,9.42970073404856,3203,-23.06029305789094,6343,49.77567886658796,,,9026,-70.88856636026448,,,37444,,610K,6710,4,,,,,
infinite backrooms,IB,627K,2.36Mil,445.1605773250294,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006299797536711,170334.90048856367,22,-29.03225806451613,51,21.428571428571427,87,-20.18348623853211,164,-57.18015665796344,,,462,-30.316742081447963,,,969,572.9166666666667,629K,3969,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
Straight Tuah Prison,TUAH,629K,16.94Mil,47.47003393781297,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006335260362426,185943.18425725508,16,-60.97560975609756,53,43.24324324324324,84,33.33333333333333,135,-15.09433962264151,,,270,-20.821114369501466,,,1036,-24.21360643745428,633K,16367,10,,,,,
Omega,OMEGA,635K,4.43Mil,-37.86781575623802,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0006123144130277,134078.3586558308,35,12.903225806451612,61,-4.6875,112,12.0,200,-39.75903614457831,,,472,-50.83333333333333,,,2515,1.9456830158086744,612K,2351,4,,,,,
PEPE 2069,BLADEX,657K,1.86Mil,,175149.15182647694,29wr8aLC9rUYT3Pk9jPgqSGSrJNVRZhGvNenk6vQpump,6,BLADEX,PEPE 2069,0.042035393916812,144761.98130050435,545,,545,,545,,545,,,,545,,,,545,,11.41Mil,32,1,,,,,
Finance Wizard ,Wizard,660K,2.46Mil,1776.6416868208348,119344.3533411579,AU1rxhY276GepM4bm7VaYrgVPJW7tg4z2MtR2jfPpump,6,Wizard,Finance Wizard ,0.000593414853952,119386.59569254596,44,15.789473684210526,72,-54.71698113207547,207,176.0,254,39.56043956043956,,,398,-57.01943844492441,,,1202,1546.5753424657532,587K,3994,1,finance-wizard,https://t.me/financewizardcto,https://twitter.com/financewizardio,https://financewizard.io/,https://discord.com/invite/titantrades
Shred,SHRED,660K,1.66Mil,-32.48517437342824,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0006213436202812,124215.41684341818,13,-38.095238095238095,30,-43.39622641509434,70,18.64406779661017,114,-60.41666666666666,,,351,56.00000000000001,,,653,-2.5373134328358207,621K,1166,1,,,,,
ponzi dot market,ponzi,663K,2.42Mil,20.325722643671536,166391.89605241278,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0006813340149714,166395.45454712116,33,17.857142857142858,57,-10.9375,104,40.54054054054054,155,-28.240740740740737,,,320,-24.349881796690305,,,1964,853.3980582524272,681K,2601,4,,,,,
ECOFUK,ECOFUK,678K,28.97Mil,-1.1586853936725738,162339.7311119101,Ff639RjQYbqrS9VJgYM1p1ifXCAzC8GrbWUu4YAVpump,6,ECOFUK,ECOFUK,0.0005437818301841,162113.841969374,238,183.3333333333333,304,24.081632653061224,467,11.455847255369928,763,-22.851365015166834,,,1479,-15.0,,,8284,240.76511723570547,544K,2389,7,,,,,
Sigma Sigma Boy,SIGMABOY,685K,7.22Mil,240.17189382055332,143454.8104210857,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0006641220705676,143454.8104210857,123,-13.380281690140844,219,29.585798816568047,335,-41.43356643356643,806,-12.48642779587405,,,1468,-33.39382940108893,,,3291,965.0485436893204,664K,3378,1,,,,,
Eaten by a Pelican,PELICAN,710K,21.20Mil,126.61581628112953,123646.61140504004,SWKT3Sksvtcepkn7MRn74WPUNH1Lo8H25MAogVepump,6,PELICAN,Eaten by a Pelican,0.0006377337565942,126948.3036608977,141,38.23529411764706,204,-33.33333333333333,437,18.428184281842817,683,67.81326781326781,,,957,-35.250338294993234,,,7940,1210.2310231023102,638K,1858,6,,,,,
venti,venti,729K,5.83Mil,51.694216500666,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0007610240537131,191289.95705776263,66,-13.157894736842104,133,5.555555555555555,223,0.4504504504504504,366,62.66666666666667,,,522,-48.3679525222552,,,2309,-66.78653624856156,761K,3945,9,,,,,
ZeroByte,ZB,750K,34.14Mil,-32.02959080453167,220789.09295371003,H1hcBegR2A6b2mCGqhH5zA4sTZvMxrqT4v3fHY1kpump,6,ZB,ZeroByte,0.0006846222638392,220262.927312964,336,-8.695652173913043,625,-8.75912408759124,1154,-11.0254433307633,2140,-40.57206331574562,,,4825,6.277533039647578,,,14485,39.84359915041514,685K,5953,13,,,,,
