Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
iShares Fartcoin Trust,iFART,548K,3.61Mil,1589.868230483956,118175.01717740353,5eNQJ87WnfMMfgNrc8qSJNTGmMyFqmQdnDYY9phApump,6,iFART,iShares Fartcoin Trust,0.0005387896535493,118175.0171774035,38.0,40.74074074074074,55.0,-19.11764705882353,107.0,3.883495145631068,186.0,-26.77165354330709,,,366,-70.26807473598701,,,1441,5046.428571428572,539K,586,4,,,,,
popo,popo,568K,1.68Mil,617.5849409822514,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005707974593971,196018.38880314663,7.0,-66.66666666666666,27.0,-35.714285714285715,57.0,-38.04347826086957,127.0,-28.651685393258425,,,228,-51.79704016913319,,,906,1748.9795918367345,571K,2023,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Windfall SOL,windSOL,578K,1.12Mil,,577209.4555372704,WinDfAPoDk4P8D7eMkCVzY3Ged5vXtvT32XkWVBYGU8,9,windSOL,Windfall SOL,231.2377078816829,577209.4555372704,,,,,,,,-100.0,,,1,0.0,,,2,,578K,4,1,,,,,
venti,venti,581K,6.17Mil,41.1962088228218,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0005866833363828,191289.95705776263,111.0,98.21428571428572,131.0,147.16981132075472,166.0,46.90265486725664,253.0,-33.7696335078534,,,553,-52.07972270363952,,,2456,-66.73438981443857,587K,3966,9,,,,,
Solaria Utopia,SOLARIA,587K,3.27Mil,574.3025561461603,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005514226589583,101711.37187462024,30.0,0.0,51.0,-63.04347826086957,160.0,23.07692307692308,264.0,45.05494505494506,,,374,-21.920668058455117,,,1444,11.591962905718702,547K,831,4,,,,,
Straight Tuah Prison,TUAH,616K,16.99Mil,47.86638301617933,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0005719230162757,185943.18425725508,24.0,100.0,32.0,-37.25490196078432,69.0,-28.865979381443296,150.0,13.636363636363637,,,259,-41.534988713318285,,,1068,-23.605150214592275,572K,16394,10,,,,,
Solod The Buddy,BUDDY,621K,1.03Mil,-52.30651405462044,126768.55163211103,6AH9xWmRkjsKL3wnMTixhWrht6ZgCsngfUCwt8pDpump,6,BUDDY,Solod The Buddy,0.0006182750528903,126804.12360843192,7.0,-41.66666666666667,17.0,-22.727272727272727,37.0,-61.458333333333336,123.0,101.63934426229508,,,176,-48.38709677419355,,,604,32.45614035087719,618K,2872,5,solod-the-buddy,https://t.me/solod_portal,https://twitter.com/solod_diary,https://www.soloddiary.com/,
infinite backrooms,IB,634K,2.32Mil,507.4574760740559,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.000614744268409,170334.90048856367,18.0,-65.38461538461539,65.0,-14.473684210526317,123.0,-28.07017543859649,244.0,-67.85243741765481,,,861,682.7272727272727,,,942,619.0839694656488,614K,3979,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
Omega,OMEGA,680K,5.26Mil,-31.705017460263456,134078.3586558308,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0006992474446432,134078.3586558308,24.0,-29.411764705882355,52.0,-8.771929824561402,100.0,-36.70886075949368,234.0,-33.33333333333333,,,529,-62.79887482419127,,,2841,33.75706214689266,699K,2414,4,,,,,
queefcoin,queef,683K,6.62Mil,760.2585119592135,143069.22338056465,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0006760420498474,143069.22338056465,10.0,-52.38095238095239,26.0,-67.90123456790124,99.0,-53.301886792452834,258.0,-34.35114503816794,,,521,-67.91871921182266,,,2081,1153.6144578313254,676K,1200,3,,,,,
Shadow AI,SHADOAI,694K,1.86Mil,242.88214567532776,107460.06244183052,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0006209080426798,107460.06244183052,15.0,200.0,17.0,-52.77777777777778,50.0,-34.21052631578947,111.0,-45.04950495049505,,,270,-30.05181347150259,,,1089,-3.113879003558719,621K,1263,4,,,,,
ponzi dot market,ponzi,781K,2.35Mil,17.213833190304275,166391.89605241278,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0007755416662976,166395.45454712116,29.0,61.11111111111112,42.0,-6.666666666666667,79.0,-45.51724137931035,198.0,20.73170731707317,,,317,-81.47282291057861,,,1938,845.3658536585365,775K,2608,4,,,,,
Shred,SHRED,781K,1.65Mil,-37.340224968957806,124215.41684341818,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0008166642608646,124215.41684341818,20.0,42.85714285714285,32.0,6.666666666666667,55.0,-72.5,237.0,7.239819004524888,,,394,78.28054298642535,,,650,-10.591471801925724,817K,1181,1,,,,,
Oraichain Token (Wormhole),ORAI,786K,3.18Mil,-38.75897385075537,570047.6269608097,2hZWncnmsSMdbkdwzSHJfrnDVkL66g63gncdRWqjTbBB,8,ORAI,Oraichain Token (Wormhole),12.228824382538653,44231.83267525237,23.0,-47.72727272727273,57.0,-25.0,109.0,-18.045112781954884,199.0,-8.294930875576037,,,328,36.09958506224066,,,559,26.18510158013544,786K,207,3,,,,,
memOS AI,memOS,814K,20.18Mil,,203699.216143897,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0007722555430318,203699.216143897,237.0,35.42857142857142,355.0,-26.804123711340207,709.0,20.783645655877343,1113.0,-33.433014354066984,,,2364,-64.39759036144578,,,7890,,772K,2306,6,,,,,
Santa Pepe,SANTAPE,828K,29.33Mil,,254194.21164997903,GxWyh17McYtY3h9m75nyTdy8Cp6WAzkdyNRDPKmjHU4c,9,SANTAPE,Santa Pepe,0.0008431169980738,254194.21164997903,531.0,-1.11731843575419,1041.0,13.152173913043477,1933.0,8.109619686800896,3684.0,75.5958055290753,,,5304,0.0188572506128606,,,8612,,843K,9424,1,,,,,
Tether USD (Wormhole),USDT,835K,2.43Mil,-47.57271014153957,823585.6917892925,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,USDT,Tether USD (Wormhole),1.0001716485873344,823589.3511778502,3.0,-25.0,5.0,-16.666666666666664,10.0,0.0,16.0,14.285714285714285,,,26,-25.71428571428571,,,88,-18.51851851851852,830K,2184,3,tether,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/en/,https://discord.com/invite/xsT8qrHAvV
Convo.wtf,convo,841K,7.22Mil,-64.6542364788456,191302.7173620608,KnrmAHo1wW2fGqVXcSZSpo6kmiKam5vNbDByrURpump,6,convo,Convo.wtf,0.0008771918098514,191302.7635214692,42.0,-28.8135593220339,81.0,-61.42857142857143,254.0,98.4375,331.0,39.07563025210085,,,461,50.65359477124183,,,874,-13.806706114398423,877K,2530,4,convo,https://t.me/convo_community,https://twitter.com/convodotwtf,https://convo.wtf/,
HYVEMYND,HYVE,847K,24.92Mil,,112434.14455115086,ABAGcLC6hoapG3xFcBkwaXzmdFzdH7nup2JD1feapump,6,HYVE,HYVEMYND,0.0010200828957631,112434.14455115086,162.0,-7.428571428571429,301.0,-37.160751565762006,652.0,-13.066666666666665,1143.0,57.0054945054945,,,1600,-77.74067890929327,,,7911,,1.02Mil,1995,4,,,,,
Sigma Sigma Boy,SIGMABOY,863K,6.87Mil,236.03114687634795,143454.8104210857,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0008503833388205,143454.8104210857,98.0,-47.02702702702703,256.0,-42.72930648769575,607.0,3.583617747440273,1002.0,-40.07177033492823,,,2344,103.82608695652172,,,3157,1052.1897810218975,850K,3347,1,,,,,
Wrapped BNB (Wormhole),WBNB,873K,2.38Mil,-20.190208600656653,696360.3503895928,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8,WBNB,Wrapped BNB (Wormhole),714.3438344768772,728462.6490648373,10.0,66.66666666666666,13.0,8.333333333333332,21.0,-72.36842105263158,90.0,91.48936170212764,,,122,17.307692307692307,,,267,-3.610108303249097,865K,6575,13,binance-coin,,https://twitter.com/wormholecrypto,https://wormholenetwork.com/,
2024 TIME PERSON OF THE YEAR,TRUMP,891K,20.22Mil,,149317.31876348495,AJqDoH24K7S3riUjMMzKL5tWPbuLB6vp5bZ9bznRpump,6,TRUMP,2024 TIME PERSON OF THE YEAR,0.0008018719641211,149317.31876348495,130.0,-45.37815126050421,335.0,8.414239482200648,579.0,4.701627486437613,1018.0,-28.56140350877193,,,2200,-46.6537342386033,,,8759,,802K,2716,4,,,,,
Right Click Save As Guy ,RCSAG ,895K,3.26Mil,-85.22093036662295,125007.36384113856,9XWUzTYsRdyWdcQsJ7qibwgaJSNAm8aMKLLe2zbapump,6,RCSAG ,Right Click Save As Guy ,0.000965404358265,125891.33514084168,31.0,-64.36781609195403,105.0,59.09090909090909,134.0,272.22222222222223,161.0,347.22222222222223,,,185,270.0,,,281,15.637860082304528,849K,1933,2,,,,,
DOGE DEPT,DEPT,895K,20.01Mil,,276251.5132513604,HkVs1CuNJhTxniwL7tmgn9s8B3o5F9NXRywNa4dZDsCk,6,DEPT,DOGE DEPT,0.0008914066172644,276251.5132513604,813.0,-0.6112469437652812,1587.0,0.0,3129.0,0.513973658849984,6197.0,1.1259791122715406,,,10096,47.10767885764243,,,10262,,891K,11189,1,,,,,
LLM,LLM,905K,1.51Mil,-82.48328764641198,180641.380682565,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0009599540384084,180641.380682565,18.0,100.0,23.0,-20.689655172413797,49.0,-54.629629629629626,142.0,-39.31623931623932,,,312,1.6286644951140066,,,726,-11.67883211678832,959K,1841,5,,,,,
ACT,ACT,922K,8.53Mil,132.10908742535364,117181.06682613098,9VY8jhtRWS8P1e27tN8V3ajjsBmCjjr8pPvyujympump,6,ACT,ACT,0.0013727274662445,117181.06682613098,20.0,-84.7328244274809,122.0,-55.95667870036101,380.0,26.24584717607973,666.0,825.0,,,701,574.0384615384615,,,820,409.3167701863354,1.37Mil,711,2,,,,,
DEGEN TAYLOR,DEGEN,934K,32.48Mil,,150165.45167529865,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0007755453398946,150165.45167529865,288.0,0.3484320557491289,563.0,3.1135531135531136,1097.0,-0.81374321880651,2179.0,0.8796296296296297,,,4275,25.40334408917571,,,7593,,776K,10422,2,,,,,
gemxbt,GEMXBT,956K,2.65Mil,-26.50142700091518,122662.26685088016,68YY6KjfnmPuQubYkFTsmXGaF2FuwcxumWLFxb6cpump,6,GEMXBT,gemxbt,0.0008282084900858,122662.26685088016,26.0,44.44444444444444,42.0,-31.14754098360656,93.0,-6.0606060606060606,170.0,-5.027932960893855,,,304,-6.172839506172839,,,987,-35.02304147465438,828K,842,4,,,,,
ECOFUK,ECOFUK,960K,30.97Mil,,159816.39339831728,Ff639RjQYbqrS9VJgYM1p1ifXCAzC8GrbWUu4YAVpump,6,ECOFUK,ECOFUK,0.0010073597822815,159816.39339831728,162.0,36.134453781512605,248.0,16.431924882629108,401.0,-33.38870431893688,862.0,-4.751381215469613,,,1446,-41.57575757575758,,,9765,,1.01Mil,2447,7,,,,,
Froge,FROGE,992K,11.95Mil,722.3493533628392,158027.28745897586,FA9jJDQzBEeV4qunJpt7XY7wC4smNYLsBNtMCTPsj3pp,6,FROGE,Froge,0.0009633583673633,158027.28745897586,32.0,-34.69387755102041,64.0,-27.27272727272727,122.0,-40.19607843137255,266.0,-35.59322033898305,,,560,-63.03630363036304,,,2643,1079.9107142857142,963K,1040,3,,,,,
