Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Chad Grammatical Model Launch,PEMDAS,510K,11.72Mil,,108737.80810364924,6f41LGHuU2HVV67ao9GwJ6kv2jNUz9HL6FJPVYcJpump,6,PEMDAS,Chad Grammatical Model Launch,0.0005374641387538,102825.52481344566,144,-38.19742489270386,317,-27.45995423340961,579,3.392857142857143,927,-41.03053435114504,,,2094,-42.59868421052632,,,4794,,537K,1641,2,,,,,
Solaria Utopia,SOLARIA,517K,2.92Mil,306.97759978387273,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005205360696076,101711.37187462024,14,-53.333333333333336,43,-34.84848484848485,96,-52.70935960591133,244,20.19704433497537,,,373,-19.61206896551724,,,1340,-2.616279069767442,516K,829,4,,,,,
venti,venti,525K,5.99Mil,40.705930713229534,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0004956439136831,191289.95705776263,109,37.9746835443038,156,65.95744680851064,206,73.10924369747899,289,-7.371794871794872,,,528,-54.75578406169666,,,2412,-66.81799422203879,496K,3963,9,,,,,
Cove Quant,COVE,526K,12.73Mil,,104409.63851377286,DcU8uHn7abXgYL8AJUK3t8FckeAXrNcGYYBK7uBFpump,6,COVE,Cove Quant,0.0004601739938837,101037.51320686362,79,9.722222222222223,139,-35.944700460829495,319,-22.00488997555012,639,-51.221374045801525,,,1706,-64.29468396818753,,,5664,,460K,1624,3,,,,,
Red Siberian Husky ,KOVU,536K,3.50Mil,-82.25850916576255,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0005690506876578,103718.67882892354,52,-20.0,101,3.061224489795918,173,5.487804878048781,289,-9.404388714733544,,,542,-51.5638963360143,,,2405,-18.66756848156916,569K,1560,1,,,,,
iShares Fartcoin Trust,iFART,544K,3.63Mil,1537.9879420838467,122654.06657816864,5eNQJ87WnfMMfgNrc8qSJNTGmMyFqmQdnDYY9phApump,6,iFART,iShares Fartcoin Trust,0.000395209707558,120742.16482288744,42,13.513513513513514,69,46.80851063829788,101,-9.00900900900901,184,-15.981735159817353,,,335,-72.74206672091131,,,1443,3800.0,395K,593,4,,,,,
KAFKA ai,KAFKA,544K,5.15Mil,,100458.1277527012,H758qwhw8YHLbDYmJsdN6Jta2ioguZ53PY6Qcisupump,6,KAFKA,KAFKA ai,0.0004825855919603,84202.69960407985,245,100.81967213114751,319,3.571428571428571,531,-10.304054054054054,914,315.4545454545455,,,1039,-2.5328330206378986,,,2873,,483K,877,2,,,,,
popo,popo,572K,1.69Mil,618.6317615813999,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005739481001663,196018.38880314663,13,62.5,21,-8.695652173913043,41,-47.43589743589743,106,-32.91139240506329,,,214,-49.88290398126464,,,911,1838.2978723404256,574K,2024,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Straight Tuah Prison,TUAH,598K,17.00Mil,48.02990811356732,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006187321419238,185943.18425725508,18,-43.75,46,119.04761904761904,63,-37.62376237623762,147,10.526315789473683,,,259,-38.18615751789976,,,1052,-24.803431022158684,619K,16400,10,,,,,
infinite backrooms,IB,610K,2.32Mil,509.70309082820114,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006348927996587,170334.90048856367,37,85.0,52,-25.71428571428571,108,-29.87012987012987,217,-72.7728983688833,,,873,715.8878504672897,,,951,604.4444444444445,634K,3980,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
