datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-17 10:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.004857412270601418,0.013761815303897883,8.430562039439439e-05,0.00014181313345745423,1H,15904795282.97709,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 10:00:00
2024-11-17 11:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.014252199701961538,0.022802158905193125,0.004196621906316525,0.004857412270601418,1H,2128395662.2204292,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 11:00:00
2024-11-17 12:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.0076458118437780255,0.025175754672544647,0.006713431263475788,0.014252199701961538,1H,1037242528.1241319,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 12:00:00
2024-11-17 13:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.01181337040503425,0.014311938030455044,0.002069888408088969,0.0076458118437780255,1H,1319003164.0055106,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 13:00:00
2024-11-17 14:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.010697688279063894,0.01484112510040013,0.006406949735177221,0.01181337040503425,1H,500456592.4407477,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 14:00:00
2024-11-17 15:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.017299127189961863,0.021520237659588295,0.0094759073202185,0.010697688279063894,1H,413238962.50982845,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 15:00:00
2024-11-17 16:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.013931344578821907,0.022124898735738373,0.011171924255063054,0.017299127189961863,1H,343829087.17714804,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 16:00:00
2024-11-17 17:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.01754511358216366,0.01896734624608405,0.009901294809620554,0.013931344578821907,1H,196548295.50893697,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 17:00:00
2024-11-17 18:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.025427570617286274,0.03218012657154244,0.012894115858687681,0.01754511358216366,1H,337869817.42637753,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 18:00:00
2024-11-17 19:00:00,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,0.03714131586064497,0.04743067480990806,0.020528886916422483,0.025427570617286274,1H,222355559.28188735,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,2024-11-17 19:00:00
