Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Red Siberian Husky ,KOVU,521K,3.51Mil,-82.48586167292027,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0006013342982256,103718.67882892354,62,34.78260869565217,96,-4.950495049504951,171,4.9079754601227,286,-16.129032258064516,,,562,-51.2998266897747,,,2405,-18.7774400540358,601K,1564,1,,,,,
Solaria Utopia,SOLARIA,524K,2.97Mil,331.4619707187652,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005177484291531,101711.37187462024,19,-47.22222222222222,52,-46.39175257731959,129,-22.75449101796407,253,27.1356783919598,,,376,-20.0,,,1364,0.6642066420664207,513K,832,4,,,,,
venti,venti,544K,6.01Mil,40.7118968991414,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0004582202801626,191289.95705776263,75,-33.6283185840708,156,420.0,178,48.333333333333336,264,-19.75683890577508,,,521,-55.35561268209083,,,2417,-66.88133735269936,458K,3945,9,,,,,
iShares Fartcoin Trust,iFART,549K,3.63Mil,1537.7859638708237,122666.33918113266,5eNQJ87WnfMMfgNrc8qSJNTGmMyFqmQdnDYY9phApump,6,iFART,iShares Fartcoin Trust,0.0005385156303689,122654.06657816864,15,-63.41463414634146,47,-22.950819672131143,97,-17.094017094017094,184,-18.22222222222222,,,342,-72.08163265306122,,,1440,4865.517241379311,538K,588,4,,,,,
popo,popo,571K,1.69Mil,618.3636941231707,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005851623978457,196018.38880314663,10,66.66666666666666,15,-40.0,38,-53.086419753086425,108,-33.74233128834356,,,221,-51.7467248908297,,,910,1757.142857142857,585K,2026,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
Straight Tuah Prison,TUAH,601K,17.00Mil,48.05283216867725,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006138355991311,185943.18425725508,28,115.38461538461536,40,53.84615384615385,63,-40.0,151,21.774193548387096,,,255,-40.97222222222222,,,1062,-23.97995705082319,614K,16401,10,,,,,
infinite backrooms,IB,610K,2.32Mil,509.4523425560267,170205.80085854692,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0006318069454722,170334.90048856367,13,-67.5,49,-27.94117647058824,102,-39.285714285714285,214,-72.279792746114,,,863,684.5454545454546,,,942,613.6363636363636,631K,3978,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
Solod The Buddy,BUDDY,620K,1.00Mil,-53.34326583446733,126768.55163211103,6AH9xWmRkjsKL3wnMTixhWrht6ZgCsngfUCwt8pDpump,6,BUDDY,Solod The Buddy,0.0006323815346306,126804.12360843192,8,-11.11111111111111,17,-26.08695652173913,35,-62.36559139784946,116,56.75675675675676,,,177,-43.26923076923077,,,601,32.9646017699115,632K,2869,5,solod-the-buddy,https://t.me/solod_portal,https://twitter.com/solod_diary,https://www.soloddiary.com/,
Shadow AI,SHADOAI,630K,1.87Mil,246.458070571647,107460.05619296186,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0006295393418804,107460.05612994936,14,40.0,22,-37.142857142857146,44,-36.231884057971016,103,-46.35416666666667,,,264,-29.973474801061005,,,1085,-3.469750889679715,630K,1263,4,,,,,
Chad Grammatical Model Launch,PEMDAS,636K,11.68Mil,,105246.50025469404,6f41LGHuU2HVV67ao9GwJ6kv2jNUz9HL6FJPVYcJpump,6,PEMDAS,Chad Grammatical Model Launch,0.0005594934884472,108737.80810364924,178,-27.64227642276423,357,-12.06896551724138,589,-6.656101426307448,973,-39.1875,,,2144,-40.49403275048571,,,4788,,559K,1647,2,,,,,
