Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Cove Quant,COVE,517K,12.97Mil,,105952.1289173567,DcU8uHn7abXgYL8AJUK3t8FckeAXrNcGYYBK7uBFpump,6,COVE,Cove Quant,0.0005342675232684,109221.4898006991,93,0.0,165,43.47826086956522,257,-2.281368821292776,465,-44.77434679334917,,,1151,-78.16353633086702,,,5775,,534K,1572,3,,,,,
Omega,OMEGA,527K,4.13Mil,-36.89022357990751,123589.57876983631,FuVVu23hbFcXiiEM7ASp1CKY38DA3M7E626kGf7Upump,6,OMEGA,Omega,0.0006508941158288,123589.57876983631,52,10.638297872340424,83,27.692307692307693,134,13.559322033898304,225,-4.661016949152542,,,408,-53.898305084745765,,,2346,-9.210526315789473,650K,2341,4,,,,,
ZeroByte,ZB,540K,28.92Mil,-42.29273988983053,155519.31442504743,H1hcBegR2A6b2mCGqhH5zA4sTZvMxrqT4v3fHY1kpump,6,ZB,ZeroByte,0.000454511650081,155483.1001149944,476,4.157549234135667,807,28.29888712241653,1275,7.232968881412952,2137,-38.34391229082516,,,4687,2.046592640975397,,,12953,7.440278699402787,455K,5765,13,,,,,
REGENT of the North Winds,REGENT,552K,2.89Mil,-58.93971128473039,107974.05538917756,6HgJHzGpq3fSLmkepsaC8F3VtpUWfXcG4hmUaf4Vpump,6,REGENT,REGENT of the North Winds,0.0007322360691926,107974.0554778248,31,-56.33802816901409,89,106.9767441860465,122,46.98795180722892,175,69.90291262135922,,,233,-40.256410256410255,,,948,-46.92049272116461,718K,786,1,,,,,
Solaria Utopia,SOLARIA,566K,1.95Mil,87.57373945719338,113363.04938148808,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005052801731869,113363.04938148808,14,27.27272727272727,21,-47.5,58,-14.705882352941178,114,-56.65399239543726,,,327,-7.887323943661972,,,989,-40.91995221027479,501K,813,4,,,,,
memOS AI,memOS,576K,21.16Mil,,124508.19802604792,3KCDgWw1C6PdjUsUXonYm6TGaDWKsLxmEjdBP7s8pump,6,memOS,memOS AI,0.0007094505801491,131558.44751411644,196,-20.967741935483872,394,4.787234042553192,649,-5.255474452554744,1110,-3.6458333333333335,,,1900,-61.93910256410257,,,8195,,709K,2200,6,,,,,
DEGEN TAYLOR,DEGEN,576K,36.19Mil,,129190.19852459567,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005418159159834,124647.82050247688,119,-2.459016393442623,232,0.8695652173913043,453,-23.737373737373737,1027,-53.10502283105023,,,3136,-41.62323157110946,,,8350,,542K,11051,2,,,,,
Shadow AI,SHADOAI,589K,1.45Mil,193.1178945740868,117089.17169153488,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0005776380827429,117089.17051391736,15,-6.25,29,81.25,42,-14.285714285714285,82,-24.770642201834864,,,171,-54.88126649076517,,,813,-42.66572637517631,578K,1245,4,,,,,
Shred,SHRED,608K,1.63Mil,-34.66373237321259,127303.84034994022,98geVJZfj1JkzyRePEFRr2AHjLcs1TDwSptcVjMC2Eks,6,SHRED,Shred,0.0007157015697256,127303.84034994022,20,-28.57142857142857,43,53.57142857142857,63,-21.25,121,-50.61224489795918,,,332,21.16788321167883,,,649,-1.21765601217656,716K,1166,1,,,,,
Sigma Sigma Boy,SIGMABOY,613K,7.36Mil,242.97019153359943,139914.7310419358,uSy45a8ZvRCdnWriPaAuiRHygrRPChSvHM53Myapump,6,SIGMABOY,Sigma Sigma Boy,0.0006886635911087,139914.7310419358,156,51.45631067961165,224,1.818181818181818,375,20.967741935483872,589,-42.42424242424242,,,1377,-40.02613240418118,,,3340,967.0926517571886,689K,3368,1,,,,,
SEAL,SEAL,639K,1.07Mil,,101224.64734239406,Ho6wN4ff7RdTdXE1UsCZjrjuFVMHyRFTv1oBdbSECnJS,6,SEAL,SEAL,0.0006807777294477,105301.59507277468,42,-6.666666666666667,79,-47.682119205298015,202,132.183908045977,257,314.51612903225805,,,290,245.23809523809524,,,910,,681K,390,5,,,,,
Goatse Forest Rave,GFR,656K,6.56Mil,,108700.14372843766,FN9tn6JQzegrUuHx7CyXyNsiSBZkRyoaHZuKF1Smpump,6,GFR,Goatse Forest Rave,0.0005257202759523,111902.51290341048,236,36.41618497109826,344,-31.062124248496996,690,-5.21978021978022,1129,153.7078651685393,,,1355,-29.02042954426401,,,3324,,526K,1190,4,,,,,
Ruby AI Agent,ruby,679K,2.87Mil,2262.699202493008,121691.6598720972,ABHQGzXNoRbJ1sjUsCJ2TmTAo1uMx4EUpV1qYiSVpump,6,ruby,Ruby AI Agent,0.0006100586656461,121693.24451523136,51,-71.34831460674157,194,568.9655172413793,213,384.09090909090907,242,50.31055900621118,,,360,13.924050632911392,,,939,3137.9310344827586,610K,658,3,,,,,
Voice Artificial,VAR,699K,2.46Mil,-52.38436679794227,116987.4568885721,8c8gJSmaU4yiDsZFWTiCtsMoVBuqp5WGyzSv4VVpump,6,VAR,Voice Artificial,0.0006986097198079,116987.4568885721,5,-28.57142857142857,10,-9.090909090909092,17,41.66666666666667,26,-65.33333333333333,,,95,72.72727272727273,,,192,19.25465838509317,699K,473,2,,,,,
imago,imago,704K,20.10Mil,,128867.11368628632,75duWfJdJkaycBpDi3oho9vy8zFwEXBvWHmy5qehpump,6,imago,imago,0.0006683307054422,134342.41753990264,535,284.8920863309353,631,153.41365461847388,796,-18.94093686354379,1632,77.19869706840392,,,2309,-19.99306999306999,,,10248,,668K,2725,4,,,,,
Lemonade Stand Duck,DUCK,711K,28.74Mil,,135992.93773829847,2ru7VX6NnaZ78znCtgGmYs2PdcAQRCr3UaPfRkDUpump,6,DUCK,Lemonade Stand Duck,0.0007990430056145,153811.42899657373,1028,7.643979057591623,1769,-8.814432989690722,3286,-2.665876777251185,5781,7.593523171412618,,,9433,-70.25416246215943,,,38329,,799K,7144,3,,,,,
infinite backrooms,IB,711K,2.39Mil,470.5296773053036,222643.66381586532,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,6,IB,infinite backrooms,0.0007752545518697,222772.7634458821,90,275.0,108,134.7826086956522,146,82.5,205,-22.641509433962263,,,406,-45.43010752688172,,,1018,627.1428571428571,774K,4011,4,infinite-backrooms,https://t.me/IB_CTO,https://twitter.com/ibtoken,https://www.infinitebackrooms.com/,
ponzi dot market,ponzi,716K,2.43Mil,21.612713495607995,156056.74094918082,tqrRt3AsuGa3aYYSvABMDrPJEWVzpAnh3p6LxXGpump,6,ponzi,ponzi dot market,0.0007731229701797,156060.2994438892,19,-50.0,50,-12.280701754385964,91,-2.1505376344086025,154,-19.791666666666664,,,299,-22.53886010362694,,,1970,865.6862745098039,773K,2599,4,,,,,
LLM,LLM,743K,1.46Mil,-82.44532022217548,164118.05589289576,DyT6mdhiAYbHPML2AVXviGVxMQbc6Z3VmPZ2MQG6pump,6,LLM,LLM,0.0007803200181815,164118.05589289576,64,276.4705882352941,76,52.0,107,7.000000000000001,173,20.97902097902098,,,250,-25.59523809523809,,,667,-19.347037484885128,780K,1853,5,,,,,
Goatse Glebe,GLEBE,752K,5.25Mil,,118038.27054896564,5oDWr3xbRxJZ74VhDF5H4UnnSEstPJT7tJm4c5EFpump,6,GLEBE,Goatse Glebe,0.0006406654889982,114538.84479146736,195,18.902439024390244,327,-10.41095890410959,597,133.203125,745,0.6756756756756757,,,1267,-18.677792041078305,,,3037,,641K,1052,2,,,,,
