Name,Symbol,Market Cap,Volume 24h,24h Change (%),Liquidity,Address,decimals,symbol,name,price,liquidity,uniqueWallet30m,uniqueWallet30mChangePercent,uniqueWallet1h,uniqueWallet1hChangePercent,uniqueWallet2h,uniqueWallet2hChangePercent,uniqueWallet4h,uniqueWallet4hChangePercent,uniqueWallet6h,uniqueWallet6hChangePercent,uniqueWallet8h,uniqueWallet8hChangePercent,uniqueWallet12h,uniqueWallet12hChangePercent,uniqueWallet24h,uniqueWallet24hChangePercent,realMc,holder,numberMarkets,coingeckoId,telegram,twitter,website,discord
Red Siberian Husky ,KOVU,501K,3.50Mil,-80.9207852942104,103718.67882892354,Acud16jqA9j1Hc83JrHYeiN2BpK8LYYQ1h6FGnYrpump,6,KOVU,Red Siberian Husky ,0.0005177996492822,103718.67882892354,40.0,48.14814814814815,63,-26.744186046511626,130,-23.52941176470588,260,-13.043478260869565,,,485,-51.5,,,2398,-15.62280084447572,518K,1561,1,,,,,
venti,venti,522K,5.96Mil,51.76823989639598,191289.9570462636,FRpTyMBDavKsdYN1FQZcEeZ2iwGvHaZKFSkvr5izpump,6,venti,venti,0.0006560795046167,191289.95705776263,107.0,94.54545454545456,143,-5.921052631578947,240,48.14814814814815,336,41.17647058823529,,,523,-53.26184092940125,,,2362,-66.42024452658517,656K,3949,9,,,,,
Orami ,Orami,524K,56.30Mil,,106094.67924542262,EURfLGofpk6vvNquBqpSTZaTUXPpfdvtYZCfhGUB2fWG,6,Orami,Orami ,0.0002292442382521,218044.69879615272,308.0,-0.3236245954692557,317,-3.058103975535168,344,1.1764705882352942,382,,,,382,,,,382,,229K,384,1,,,,,
popo,popo,541K,1.70Mil,618.3792297387475,196018.3887185712,6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,6,popo,popo,0.0005459970339887,196018.38880314663,7.0,-56.25,25,-16.666666666666664,47,-17.543859649122805,98,-37.17948717948718,,,216,-40.49586776859504,,,919,1738.0,546K,2013,3,popo-2,https://t.me/poposolana_cto,https://twitter.com/poposolanacto,https://popo.baby/,
DEGEN TAYLOR,DEGEN,551K,34.76Mil,,126582.94416293233,ATEWnH7CyLUyDAYVnUS4jxBi243SWUnBmmpRf3QRpump,6,DEGEN,DEGEN TAYLOR,0.0005744811968343,127171.84808108278,175.0,44.62809917355372,291,19.753086419753085,521,-52.89330922242315,1584,-27.934485896269333,,,3721,-15.451033855941832,,,7994,,574K,10738,2,,,,,
Solaria Utopia,SOLARIA,554K,2.45Mil,189.59581855819076,101711.37187462024,H3c9RZhvCzxQSmLULh4RsJC8GuK9rVNV2bcoLhMQmoon,9,SOLARIA,Solaria Utopia,0.0005624114121585,101711.37187462024,19.0,-9.523809523809524,32,0.0,63,-60.62499999999999,198,-17.5,,,374,2.4657534246575343,,,1138,-26.48578811369509,557K,825,4,,,,,
queefcoin,queef,562K,6.76Mil,650.0420681809319,143153.98294017592,4VdCEb24qJ24yvq8H14skQ5gJpyT9xCMcg4ssA4zpump,6,queef,queefcoin,0.0005861913796797,143154.46903829105,55.0,-26.666666666666668,108,2.857142857142857,165,52.77777777777778,217,-35.798816568047336,,,451,-68.26178747361014,,,2105,1089.265536723164,586K,1214,3,,,,,
Eaten by a Pelican,PELICAN,588K,20.99Mil,114.61748777417368,115356.28374298025,SWKT3Sksvtcepkn7MRn74WPUNH1Lo8H25MAogVepump,6,PELICAN,Eaten by a Pelican,0.0004685384502187,113002.98024361096,119.0,-33.88888888888889,268,-1.107011070110701,455,47.249190938511326,658,71.35416666666666,,,935,-49.83905579399141,,,7911,1205.4455445544554,469K,1860,6,,,,,
Straight Tuah Prison,TUAH,595K,16.95Mil,47.67411056516978,185811.7275224332,AkukwSXUTkDSeh2c1ypyvN4unzyr4xb2T4SmKkix6bT8,6,TUAH,Straight Tuah Prison,0.0006408286689329,185943.18425725508,30.0,50.0,47,9.30232558139535,82,15.492957746478872,139,-8.552631578947368,,,264,-28.455284552845526,,,1049,-23.70909090909091,641K,16376,10,,,,,
Shadow AI,SHADOAI,600K,1.78Mil,229.33130236900365,107460.05312801458,7VwxiPZeSYfQbQxqorGBctSyorPMJusrGDFkX5TFpump,6,SHADOAI,Shadow AI,0.0006092021072767,107460.05302691968,17.0,-22.727272727272727,31,6.896551724137931,50,-3.8461538461538463,92,-31.85185185185185,,,200,-48.97959183673469,,,1061,-6.602112676056338,609K,1254,4,,,,,
